num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,sections_present
12,Rakhmah Vulture,,Pseudogyps bengalinis,Rakhmah Vulture Pseudogyps bengalinis,False,False,False,False,,,,Head|Eye|Excretion|Poisons
13,Rasiis Lead,Plumbum,,Rasiis Lead Plumbum,False,True,True,False,,It is cold and moist.,"Lead has already been mentioned under the heading 'Usrub', It is a burnt lead. White lead and its other kinds will be discussed in the book of pharmacopoeia.",Properties|Ulcers|Choice|Temperament|Nature|Swellings|Poisons
14,Ratbah Alfalfa,,Medicago sativa Linn.,Ratbah Alfalfa Medicago sativa Linn.,False,False,False,False,,,Ratbah is a drug called qat which has been dealt with under the letter Qiif.,Head|Joints|Nature
16,Ra'y al-ibl,Camel's thistle,Echinops echinatus Roxb,Ra'y al-ibl Camel's thistle Echinops echinatus Roxb,True,False,False,False,second degree,"Camel's thistle is hot, attenuant and desiccant in the second degree.",,Temperament|Properties|Poisons
17,Ra'i al-hamdm,Columbine,Jateorhiza palmata,Ra'i al-hamdm Columbine Jateorhiza palmata Miers,True,False,True,True,first degree,"It is hot in the first degree as well as moist and dry in the second degree. Ulcers and wounds: It heals up the wounds. Plastering it with vinegar, prevents the spread of malignant ulcers. Swellings and pimples: It dissolves the phlegmatic ulcers. Cosmetics: Its decoction blackens the hair.","Columbine is a herb bearing grains resembling myrtle grains. The former are, however, more dusty in colour. Its pulp is similar to that of peeled lentil in colour and somewhat sweet in taste.",Temperament|Nature|Cosmetics
18,Raqiiqis Satyrion,,Satyrium minus,Raqiiqis Satyrion Satyrium minus,False,False,False,False,,,It is said that satyrion is a Persian drug resembling garlic. It is found in pairs intertwined with each other and having split ends. Excretory organs: It profusely increases the seminal fluid.,Nature
19,Rimdd,,,Rimdd,False,False,False,False,,,,Eye|Properties|Ulcers|Joints|Head|Swellings
20,Rummiin Pomegranate,,Punica granatum Linn.,Rummiin Pomegranate Punica granatum Linn.,False,True,False,True,first degree,Sweet pomegranate is somewhat cold in the first degree and it also contains some moisture. The sour variety is cold and dry in the second degree.,,Food|Chest|Cosmetics|Fevers|Eye|Properties|Excretion|Ulcers|Temperament|Head
21,RUbiiin,,,RUbiiin,True,False,True,False,,Masarjawaih stated that it is moderately hot and moist particularly before it is mixed up with salt.,"Galen stated that shrimp is, similar to the crab in all respects.",Food|Excretion|Properties|Temperament|Nature|Swellings
22,Ribas Ribes,,Rheum ribes Linn.,Ribas Ribes Rheum ribes Linn.,False,True,False,True,second degree,It is cold and dry in the second degree.,Ribes is a plant which grows on mountains during the spring season and it possessesproperties similar to that of unripe grapejuice and orange.,Fevers|Eye|Properties|Excretion|Temperament|Nature|Swellings
23,Raman,,Sweet basil,Raman Sweet basil Ocimum basilicum Linn.,False,False,False,False,,,Sweet basil is a well known plant having two kinds.,Excretion|Properties|Ulcers|Joints|Nature|Head|Swellings|Poisons
25,Riwand,,Himalayan rhubarb,Riwand Himalayan rhubarb Rheum officinale Baillon,False,False,False,False,,,According to some physicians riwand is the root of behman which is found in China and is imported from that country.,Food|Chest|Cosmetics|Fevers|Excretion|Properties|Ulcers|Choice|Joints|Nature|Swellings|Poisons
1,Ziij Vitriol,,Ferrous sulphate,Ziij Vitriol Ferrous sulphate,True,False,False,True,third degree,It is hot and dry in the third degree.,"Inspite of the colour differences between qalqadis (white), qalqand (green), siiri (red) and qalqa{iir (yellow) vitriols, all the varieties are soluble substances. They are in the form of stones which are not soluble but the substances of vitriol are soluble. Sometimes they are found in liquid form but after sometime becomes condensed and solid. Qalqa{iir is yellow vitriol, qalqadis is white vitri",Eye|Properties|Ulcers|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
2,Zabad Butter,,,Zabad Butter,True,False,True,False,first degree,"Butter is hot and moist in the first degree; the moistness is, however, higher.",,Cosmetics|Excretion|Properties|Ulcers|Temperament|Head|Poisons
3,,,Zabad al-bahr,Zabad al-bahr Sea-foam Alcyonium,True,False,False,True,third degree,It is hot and dry in the third degree.,"Sea-foam is of five kinds: (i) Spongy in shape and stinking in smell like the stench of rotten fish. This type is thick and found at shores. (ii) Spongy in shape but light, long and having the characteristic odour of sea weeds. (iii) Rosy and purple in colour.",Food|Cosmetics|Excretion|Properties|Ulcers|Temperament|Joints|Nature|Swellings
4,Zibl Excreta,,,Zibl Excreta,False,True,False,False,,Excreta contains no cooling or moistening properties. The droppings of pigeons are the hottest among the,There are different types of excreta depending on the type of the animals. Variations are observed within the same class of animals also. This is particularly true in human beings. The excreta of dove is not used due to its excessive heat. Similarly the,Food|Chest|Cosmetics|Eye|Properties|Excretion|Ulcers|Temperament|Joints|Nature|Head|Swellings|Poisons
6,Zujiij Glass,,,Zujiij Glass,True,False,False,True,second degree,"Glass is hot in the first and dry in the second degree. Cosmetics: It cleanses teeth and helps in the growth of hair if applied as such or ""washed' with jasmine oil.",,Cosmetics|Eye|Properties|Excretion|Temperament|Head
7,Zadwiir Larkspur,,Delphinium denudatum Wall.,Zadwiir Larkspur Delphinium denudatum Wall.,False,False,False,False,,,"As far as I know zadwdr is, actually, jadwiir (which has been discussed under the letter ""Jim"").",Nature
8,Zariiwand,,Indian birthwort,Zariiwand Indian birthwort Aristolochia indica Linn.,True,False,False,True,third degree,All kinds of Indian birthwort are hot in the third degree and dry in the second degree.,"According to Dioscorides Indian birthwort is of various kinds: (a) long, (b) round and (c) an elongated cylindrical variety which resembles vine-stalks. The round variety is also called 'female' variety. Its leaves resemble the leaves of the plant",Food|Chest|Cosmetics|Substitute|Fevers|Excretion|Properties|Ulcers|Temperament|Joints|Nature|Head|Poisons
9,Zarndb Yew,,Taxus baccata Linn.,Zarndb Yew Taxus baccata Linn.,True,False,False,True,second degree,It is hot and dry in the second degree.,The branches of yew are thin. Its plant is fruitless and found on the mountain of Lebanan in Syria (now Lebanan and Syria are two separate countries). Its branches and leaves are used in medicine. Its branches are thin and round with thickness between,Food|Excretion|Properties|Temperament|Nature|Head
10,Zaranbiid,,Long zedoary,Zaranbiid Long zedoary Curcuma zedoaria Rose.,True,False,False,True,third degree,It is hot and dry in the third degree.,The wood of long zedoary resembles that of Indian cypress but is bigger in size and lesser in odour. It is brought from China and is dusty in colour.,Food|Cosmetics|Substitute|Excretion|Properties|Ulcers|Choice|Temperament|Nature|Head|Poisons
12,,,Zarrin darakht,Zarrin darakht Persian lilac Melia azadirachta Linn.,False,False,False,False,,,,Excretion|Joints|Poisons
13,Za'riir,,,Za'riir,False,True,True,False,,Some experts opine it is cold and moist.,"According to Dioscorides azarole is a thorny plant having leaves similar to those of English hawthorn (Crataegusoxyacantha). Its fruits resemble apple but are smaller in size, red in colour and have a good taste. Each fruit bears three seeds and therefore, the people call it !ariqiiniqiin which literally means a drug having three seeds. A kind of azarole is called malth al-iajm. Some other",Food|Excretion|Properties|Temperament|Nature|Head
14,Za'fardn Saffron,,Crocus sativus Linn.,Za'fardn Saffron Crocus sativus Linn.,True,False,False,True,first degree,It is hot in the second and dry in the first degree.,Pitch is of two kinds. One is marine pitch which is a black liquid used for preparing ointments. It is a variety of pitch jews. The other kind is wild pitch found in hill regions. It oozes out from carob tree and some varieties of pine trees. Initially it is,Food|Cosmetics|Substitute|Eye|Properties|Excretion|Choice|Temperament|Joints|Nature|Head|Swellings|Poisons
16,,,Zammiirah al-rii,Zammiirah al-rii'i Water plantain Alisma platago Linn,True,False,False,True,second degree,Water plantain is hot and dry in the hcginning of the second degree.,,Excretion|Temperament|Properties|Poisons
17,Zanjdr Verdigris,,Basic acetate of copper,Zanjdr Verdigris Basic acetate of copper,True,False,False,True,fourth degree,It is hot and dry in the fourth degree.,Zanjdr is of various kinds. It is obtained by: (A) Letting the copper interact in dregs of vinegar. For this purpose either the copper dust is sprinkled over vinegar and buried in a damp place or a pot containing vinegar is covered by a copper vessel and left for,Eye|Properties|Excretion|Ulcers|Choice|Temperament|Nature|Head
18,Zanjabil,,Dried ginger,Zanjabil Dried ginger Zingiber officinale Rose.,True,False,False,True,third degree,"It is hot in the last phase of the third degree and dry in the second degree, It contains some superfluous moisture. The preserved dried ginger is hot and dry but is devoid of superfluous moisture. That is why it increases the quantity of semen.","Dried ginger is a well known drug which resembles pepper in nature but it has no tenuity. It deteriorates because of its superfluous moisture content and, therefore, its warming property is more lasting than that of pepper, This is also attributed to its dense",Food|Substitute|Eye|Properties|Excretion|Temperament|Nature|Head|Poisons
19,,,Zanjabil ol-kildb,Zanjabil ol-kildb,True,False,False,True,second degree,"It is hot in the second degree and dry in the first degree. Cosmetics: Fresh pounded dog's bane along with its seeds cleanses undesirable spots on the face, freckles and chronic lentigo.",Dog's bane is a well known bean resembling the water pepper (polygonum hidropiper). Its leaves are like those of willow but are more yellow in colour. Its branches are red with a taste of dried ginger. It is fatal for dog.,Swellings|Temperament|Nature|Cosmetics
20,Zanja[ar Cinnabar,,Mercuric sulphide,Zanja[ar Cinnabar Mercuric sulphide,True,False,False,True,second degree,"It should be appropriate to describe it as hot and dry, perhaps, in the last phase of the second degree. Whatever is said against this is based on ignorance.",According to a group of physicians the potency of cinnabar is similar to that of white lead but others have the opinion that it resembles haematite in potency.,Substitute|Properties|Ulcers|Temperament|Nature|Head
21,Zowdn Darnel,,Lolium temulentum Linn.,Zowdn Darnel Lolium temulentum Linn.,True,False,True,False,first degree,Zilla ratb is hot in the second and moist in the first degree.,I believe that this name 'Zowiin' is used by the people for two things: (a) a grain similar to wheat used for making bread. It is also called al-zowiin al-muktib (tars darnel). (b) a toxic substance of inferior quality which is mixed up with the grains. We are not,Food|Excretion|Properties|Choice|Temperament|Nature|Swellings
23,ZUfa yiibis,Hyssop,Hyssopus officinalis Linn.,ZUfa yiibis Hyssop Hyssopus officinalis Linn.,True,False,False,True,third degree,It is hot and dry in the third degree.,Hyssop is a herb. It is of two kinds: (a) hill variety and (b) cultivated variety.,Food|Chest|Cosmetics|Eye|Properties|Excretion|Temperament|Nature|Head|Swellings
24,Ziijdi,,,Ziijdi,True,False,False,True,,It is hot and dry.,"Dioscorides states that goldy-locks is a plant which grows abundantly in Linliiriii on the hill of Aqdbis which is close to Egypt. The local people call it lana kathir i.e. jdoshir, because its root and stem resembles the plant ofjaoshfr. Its potency is also similar",Food|Eye|Properties|Excretion|Ulcers|Temperament|Nature|Poisons
25,Zahrah A,kind of herb,,Zahrah A kind of herb,True,False,False,True,,,"Zahrah is of two kinds. The whole plant is considered hot and dry. It is desiccant, lengthens the hair and is a good remedy for removing dandruff.",Nature
26,Zahrah,,Syrian cloves,Zahrah Syrian cloves,False,False,False,False,,,"Zahrah is a plant which is of two kinds: One has thin, lenticular leaves, with branches spreading a hand-span in length and thin roots. It grows in high saltish lands and possesses a saltish taste.",Ulcers|Head|Nature
