folio,section,pattern
f93r,pharm-herbal,C0->C0->C0
f93r,pharm-herbal,C0->C0->C0
f93r,pharm-herbal,C0->C0->C0
f93r,pharm-herbal,C0->C0->C0
f93r,pharm-herbal,C0->C0->C0
f93r,pharm-herbal,C0->C0->C0
f93v,pharm-herbal,C0->C2->C0
f93v,pharm-herbal,C2->C0->C2
f93v,pharm-herbal,C0->C2->C0
f93v,pharm-herbal,C0->C1->C0
f93v,pharm-herbal,C0->C0->C0
f93v,pharm-herbal,C0->C0->C0
f93v,pharm-herbal,C0->C0->C0
f93v,pharm-herbal,C0->C0->C0
f94r,pharm-herbal,C1->C3->C1
f94r,pharm-herbal,C2->C2->C2
f94r,pharm-herbal,C2->C2->C2
f94r,pharm-herbal,C2->C2->C2
f94r,pharm-herbal,C2->C2->C2
f94r,pharm-herbal,C1->C1->C1
f94r,pharm-herbal,C2->C1->C2
f94r,pharm-herbal,C1->C2->C1
f94r,pharm-herbal,C2->C1->C2
f94v,pharm-herbal,C2->C1->C2
f94v,pharm-herbal,C2->C1->C2
f94v,pharm-herbal,C2->C2->C2
f94v,pharm-herbal,C2->C2->C2
f94v,pharm-herbal,C2->C0->C2
f94v,pharm-herbal,C1->C2->C1
f94v,pharm-herbal,C0->C2->C0
f94v,pharm-herbal,C2->C0->C2
f94v,pharm-herbal,C1->C1->C1
f95r1,pharm-herbal,C1->C3->C1
f95r1,pharm-herbal,C2->C2->C2
f95r1,pharm-herbal,C2->C2->C2
f95r1,pharm-herbal,C1->C1->C1
f95r1,pharm-herbal,C2->C0->C2
f95r1,pharm-herbal,C1->C1->C1
f95r1,pharm-herbal,C2->C2->C2
f95r1,pharm-herbal,C2->C3->C2
f95r1,pharm-herbal,C1->C4->C1
f95r1,pharm-herbal,C0->C2->C0
f95r2,pharm-herbal,C0->C2->C0
f95r2,pharm-herbal,C2->C0->C2
f95r2,pharm-herbal,C2->C2->C2
f95r2,pharm-herbal,C2->C1->C2
f95r2,pharm-herbal,C0->C2->C0
f95r2,pharm-herbal,C2->C0->C2
f95r2,pharm-herbal,C2->C2->C2
f95r2,pharm-herbal,C2->C2->C2
f95r2,pharm-herbal,C2->C1->C2
f95r2,pharm-herbal,C1->C2->C1
f95r2,pharm-herbal,C1->C2->C1
f95r2,pharm-herbal,C2->C2->C2
f95v1,pharm-herbal,C1->C3->C1
f95v1,pharm-herbal,C1->C2->C1
f95v1,pharm-herbal,C2->C2->C2
f95v1,pharm-herbal,C0->C0->C0
f95v1,pharm-herbal,C2->C1->C2
f95v1,pharm-herbal,C1->C2->C1
f95v1,pharm-herbal,C1->C2->C1
f95v1,pharm-herbal,C2->C1->C2
f95v1,pharm-herbal,C1->C2->C1
f95v1,pharm-herbal,C2->C1->C2
f95v1,pharm-herbal,C2->C1->C2
f95v1,pharm-herbal,C2->C2->C2
f95v1,pharm-herbal,C2->C2->C2
f95v1,pharm-herbal,C1->C0->C1
f95v1,pharm-herbal,C1->C1->C1
f95v2,pharm-herbal,C2->C2->C2
f95v2,pharm-herbal,C2->C2->C2
f95v2,pharm-herbal,C2->C2->C2
f95v2,pharm-herbal,C1->C2->C1
f96r,pharm-herbal,C0->C0->C0
f96r,pharm-herbal,C0->C0->C0
f96r,pharm-herbal,C0->C0->C0
f96r,pharm-herbal,C0->C0->C0
f96r,pharm-herbal,C0->C0->C0
f96r,pharm-herbal,C3->C0->C3
f96r,pharm-herbal,C0->C3->C0
f96r,pharm-herbal,C0->C2->C0
f96r,pharm-herbal,C0->C0->C0
f96r,pharm-herbal,C0->C0->C0
f96r,pharm-herbal,C0->C0->C0
f96r,pharm-herbal,C0->C0->C0
f96r,pharm-herbal,C0->C1->C0
f96r,pharm-herbal,C0->C0->C0
f99r,pharm-herbal,C0->C0->C0
f99r,pharm-herbal,C0->C0->C0
f99r,pharm-herbal,C0->C2->C0
f99r,pharm-herbal,C0->C1->C0
f99r,pharm-herbal,C0->C4->C0
f99r,pharm-herbal,C0->C0->C0
f99r,pharm-herbal,C0->C1->C0
f99r,pharm-herbal,C1->C0->C1
f99r,pharm-herbal,C0->C0->C0
f99r,pharm-herbal,C0->C0->C0
f99r,pharm-herbal,C0->C0->C0
f99r,pharm-herbal,C0->C1->C0
f99r,pharm-herbal,C0->C0->C0
f99r,pharm-herbal,C0->C0->C0
f99r,pharm-herbal,C0->C0->C0
f99r,pharm-herbal,C0->C0->C0
f99r,pharm-herbal,C1->C1->C1
f99r,pharm-herbal,C1->C3->C1
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C3->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C1->C0->C1
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C0->C0
f99v,pharm-herbal,C0->C4->C0
f99v,pharm-herbal,C1->C0->C1
f9r,herbal-A,C0->C0->C0
f9r,herbal-A,C0->C0->C0
f9r,herbal-A,C0->C2->C0
f9r,herbal-A,C0->C2->C0
f9r,herbal-A,C0->C0->C0
f9r,herbal-A,C0->C0->C0
f9r,herbal-A,C2->C1->C2
f9r,herbal-A,C0->C0->C0
f9r,herbal-A,C0->C0->C0
f9r,herbal-A,C0->C0->C0
f9v,herbal-A,C0->C0->C0
f9v,herbal-A,C0->C2->C0
f9v,herbal-A,C0->C0->C0
