folio,section,pattern
f28v,herbal-A,C0->C0->C0
f28v,herbal-A,C0->C0->C0
f28v,herbal-A,C0->C0->C0
f28v,herbal-A,C0->C2->C0
f28v,herbal-A,C0->C0->C0
f28v,herbal-A,C0->C0->C0
f28v,herbal-A,C0->C2->C0
f29r,herbal-A,C0->C0->C0
f29r,herbal-A,C0->C2->C0
f29r,herbal-A,C0->C0->C0
f29r,herbal-A,C0->C0->C0
f29r,herbal-A,C0->C0->C0
f29r,herbal-A,C0->C1->C0
f29r,herbal-A,C0->C0->C0
f29r,herbal-A,C0->C0->C0
f29r,herbal-A,C0->C0->C0
f29r,herbal-A,C0->C0->C0
f29r,herbal-A,C0->C1->C0
f29r,herbal-A,C0->C0->C0
f29r,herbal-A,C0->C0->C0
f29r,herbal-A,C0->C0->C0
f29v,herbal-A,C0->C0->C0
f29v,herbal-A,C0->C1->C0
f29v,herbal-A,C1->C0->C1
f29v,herbal-A,C0->C2->C0
f29v,herbal-A,C2->C0->C2
f29v,herbal-A,C0->C2->C0
f29v,herbal-A,C0->C0->C0
f29v,herbal-A,C0->C0->C0
f29v,herbal-A,C0->C0->C0
f29v,herbal-A,C0->C0->C0
f29v,herbal-A,C0->C0->C0
f29v,herbal-A,C0->C0->C0
f2r,herbal-A,C0->C0->C0
f2r,herbal-A,C2->C3->C2
f2v,herbal-A,C0->C0->C0
f2v,herbal-A,C0->C0->C0
f2v,herbal-A,C0->C0->C0
f2v,herbal-A,C0->C0->C0
f2v,herbal-A,C0->C0->C0
f2v,herbal-A,C0->C0->C0
f2v,herbal-A,C0->C0->C0
f2v,herbal-A,C0->C0->C0
f2v,herbal-A,C0->C1->C0
f2v,herbal-A,C0->C0->C0
f2v,herbal-A,C0->C0->C0
f2v,herbal-A,C0->C2->C0
f2v,herbal-A,C2->C0->C2
f2v,herbal-A,C0->C1->C0
f2v,herbal-A,C0->C2->C0
f2v,herbal-A,C0->C0->C0
f2v,herbal-A,C0->C0->C0
f30r,herbal-A,C0->C1->C0
f30r,herbal-A,C0->C4->C0
f30r,herbal-A,C4->C0->C4
f30r,herbal-A,C0->C4->C0
f30r,herbal-A,C4->C0->C4
f30r,herbal-A,C2->C2->C2
f30r,herbal-A,C0->C0->C0
f30r,herbal-A,C0->C0->C0
f30r,herbal-A,C0->C0->C0
f30r,herbal-A,C0->C0->C0
f30r,herbal-A,C3->C4->C3
f30v,herbal-A,C0->C0->C0
f30v,herbal-A,C0->C3->C0
f30v,herbal-A,C0->C0->C0
f30v,herbal-A,C0->C1->C0
f30v,herbal-A,C0->C0->C0
f30v,herbal-A,C0->C3->C0
f30v,herbal-A,C0->C2->C0
f30v,herbal-A,C0->C0->C0
f30v,herbal-A,C0->C1->C0
f31r,herbal-A,C1->C1->C1
f31r,herbal-A,C1->C1->C1
f31r,herbal-A,C1->C1->C1
f31r,herbal-A,C1->C1->C1
f31r,herbal-A,C0->C4->C0
f31r,herbal-A,C1->C1->C1
f31r,herbal-A,C1->C4->C1
f31r,herbal-A,C0->C0->C0
f31r,herbal-A,C0->C0->C0
f31v,herbal-A,C1->C1->C1
f31v,herbal-A,C0->C3->C0
f31v,herbal-A,C0->C1->C0
f31v,herbal-A,C1->C1->C1
f31v,herbal-A,C3->C3->C3
f31v,herbal-A,C3->C3->C3
f31v,herbal-A,C3->C0->C3
f31v,herbal-A,C0->C3->C0
f31v,herbal-A,C3->C2->C3
f32r,herbal-A,C0->C0->C0
f32r,herbal-A,C0->C0->C0
f32r,herbal-A,C0->C0->C0
f32v,herbal-A,C0->C1->C0
f32v,herbal-A,C0->C0->C0
f32v,herbal-A,C0->C4->C0
f32v,herbal-A,C0->C2->C0
f32v,herbal-A,C0->C0->C0
f32v,herbal-A,C0->C0->C0
f32v,herbal-A,C2->C0->C2
f32v,herbal-A,C1->C2->C1
f33r,herbal-A,C1->C1->C1
f33r,herbal-A,C1->C1->C1
f33r,herbal-A,C2->C2->C2
f33r,herbal-A,C3->C0->C3
f33r,herbal-A,C2->C1->C2
f33r,herbal-A,C2->C2->C2
f33r,herbal-A,C2->C2->C2
f33r,herbal-A,C2->C2->C2
f33v,herbal-A,C2->C2->C2
f33v,herbal-A,C2->C2->C2
f33v,herbal-A,C2->C0->C2
f33v,herbal-A,C2->C2->C2
f33v,herbal-A,C2->C2->C2
f33v,herbal-A,C1->C1->C1
f33v,herbal-A,C2->C1->C2
f33v,herbal-A,C0->C1->C0
f34r,herbal-A,C2->C0->C2
f34r,herbal-A,C2->C2->C2
f34r,herbal-A,C1->C0->C1
f34r,herbal-A,C1->C1->C1
f34r,herbal-A,C1->C1->C1
f34r,herbal-A,C3->C3->C3
f34r,herbal-A,C3->C3->C3
f34v,herbal-A,C2->C1->C2
f34v,herbal-A,C1->C2->C1
f34v,herbal-A,C2->C2->C2
f34v,herbal-A,C2->C2->C2
f34v,herbal-A,C2->C2->C2
f34v,herbal-A,C1->C2->C1
f34v,herbal-A,C2->C1->C2
f34v,herbal-A,C1->C3->C1
f34v,herbal-A,C1->C2->C1
f34v,herbal-A,C1->C0->C1
f34v,herbal-A,C1->C2->C1
f34v,herbal-A,C1->C2->C1
f35r,herbal-A,C0->C2->C0
f35r,herbal-A,C0->C0->C0
f35r,herbal-A,C0->C0->C0
f35r,herbal-A,C0->C0->C0
f35r,herbal-A,C0->C1->C0
f35r,herbal-A,C0->C0->C0
f35v,herbal-A,C0->C0->C0
f35v,herbal-A,C0->C4->C0
f35v,herbal-A,C0->C0->C0
f35v,herbal-A,C0->C0->C0
f35v,herbal-A,C0->C0->C0
f35v,herbal-A,C0->C0->C0
f35v,herbal-A,C0->C0->C0
f35v,herbal-A,C0->C0->C0
f36v,herbal-A,C2->C1->C2
f36v,herbal-A,C0->C2->C0
f37r,herbal-A,C0->C2->C0
f37r,herbal-A,C2->C0->C2
f37r,herbal-A,C0->C0->C0
f37r,herbal-A,C0->C0->C0
f37r,herbal-A,C0->C0->C0
f37r,herbal-A,C0->C1->C0
f37r,herbal-A,C0->C0->C0
f37r,herbal-A,C0->C0->C0
f37r,herbal-A,C0->C0->C0
f37v,herbal-A,C0->C0->C0
f37v,herbal-A,C0->C0->C0
f38r,herbal-A,C0->C0->C0
f38r,herbal-A,C0->C2->C0
f38r,herbal-A,C0->C0->C0
f38v,herbal-A,C0->C0->C0
f38v,herbal-A,C0->C1->C0
f38v,herbal-A,C0->C3->C0
f39r,herbal-A,C1->C3->C1
f39r,herbal-A,C1->C2->C1
f39r,herbal-A,C1->C2->C1
f39r,herbal-A,C2->C2->C2
f39r,herbal-A,C1->C3->C1
f39r,herbal-A,C1->C2->C1
f39r,herbal-A,C1->C2->C1
f39r,herbal-A,C1->C2->C1
f39r,herbal-A,C1->C0->C1
f39r,herbal-A,C2->C2->C2
f39r,herbal-A,C1->C0->C1
f39v,herbal-A,C1->C1->C1
f39v,herbal-A,C2->C2->C2
f39v,herbal-A,C0->C0->C0
f39v,herbal-A,C2->C1->C2
f39v,herbal-A,C0->C3->C0
f39v,herbal-A,C0->C0->C0
f39v,herbal-A,C1->C1->C1
f3r,herbal-A,C1->C0->C1
f3r,herbal-A,C1->C1->C1
f3r,herbal-A,C0->C0->C0
f3r,herbal-A,C0->C0->C0
f3r,herbal-A,C0->C0->C0
f3r,herbal-A,C0->C0->C0
f3r,herbal-A,C0->C0->C0
f3r,herbal-A,C0->C0->C0
f3r,herbal-A,C2->C2->C2
f3r,herbal-A,C0->C0->C0
f3r,herbal-A,C0->C0->C0
f3v,herbal-A,C0->C0->C0
f3v,herbal-A,C0->C0->C0
f3v,herbal-A,C0->C0->C0
f3v,herbal-A,C0->C0->C0
f3v,herbal-A,C0->C0->C0
f3v,herbal-A,C2->C0->C2
f3v,herbal-A,C0->C0->C0
f3v,herbal-A,C0->C2->C0
f40r,herbal-A,C2->C2->C2
f40r,herbal-A,C1->C2->C1
f40r,herbal-A,C2->C1->C2
f40r,herbal-A,C1->C2->C1
f40r,herbal-A,C2->C1->C2
f40r,herbal-A,C2->C2->C2
f40r,herbal-A,C1->C2->C1
f40r,herbal-A,C2->C1->C2
f40r,herbal-A,C2->C2->C2
f40v,herbal-A,C2->C2->C2
f40v,herbal-A,C1->C3->C1
f40v,herbal-A,C2->C2->C2
f40v,herbal-A,C2->C2->C2
f40v,herbal-A,C2->C2->C2
f41r,herbal-A,C1->C2->C1
f41r,herbal-A,C1->C1->C1
f41r,herbal-A,C1->C2->C1
f41r,herbal-A,C1->C1->C1
f41r,herbal-A,C1->C1->C1
f41r,herbal-A,C1->C3->C1
f41r,herbal-A,C1->C1->C1
f41r,herbal-A,C1->C2->C1
f41r,herbal-A,C3->C3->C3
f41r,herbal-A,C3->C3->C3
f41v,herbal-A,C1->C4->C1
f41v,herbal-A,C1->C2->C1
f41v,herbal-A,C0->C1->C0
f41v,herbal-A,C1->C0->C1
f41v,herbal-A,C1->C2->C1
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C1->C0
f42r,herbal-A,C0->C2->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C3->C0
f42r,herbal-A,C0->C1->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C3->C0
f42r,herbal-A,C0->C0->C0
f42r,herbal-A,C0->C0->C0
f42v,herbal-A,C0->C0->C0
f42v,herbal-A,C0->C0->C0
f42v,herbal-A,C0->C0->C0
f42v,herbal-A,C0->C2->C0
f43r,herbal-A,C1->C1->C1
f43r,herbal-A,C1->C2->C1
f43r,herbal-A,C2->C1->C2
f43r,herbal-A,C1->C1->C1
f43r,herbal-A,C1->C1->C1
f43r,herbal-A,C1->C1->C1
f43r,herbal-A,C1->C1->C1
f43r,herbal-A,C1->C1->C1
f43r,herbal-A,C1->C0->C1
f43v,herbal-A,C1->C3->C1
f43v,herbal-A,C3->C1->C3
f43v,herbal-A,C1->C1->C1
f43v,herbal-A,C1->C1->C1
f43v,herbal-A,C2->C2->C2
f43v,herbal-A,C2->C2->C2
f43v,herbal-A,C2->C2->C2
f43v,herbal-A,C1->C1->C1
f43v,herbal-A,C1->C3->C1
f43v,herbal-A,C3->C1->C3
f43v,herbal-A,C2->C2->C2
f43v,herbal-A,C2->C2->C2
f43v,herbal-A,C1->C3->C1
f44r,herbal-A,C0->C0->C0
f44r,herbal-A,C0->C0->C0
f44r,herbal-A,C0->C0->C0
f44r,herbal-A,C0->C0->C0
f44r,herbal-A,C0->C0->C0
f44r,herbal-A,C0->C0->C0
f44r,herbal-A,C0->C0->C0
f44r,herbal-A,C0->C0->C0
f44v,herbal-A,C0->C0->C0
f44v,herbal-A,C0->C0->C0
f44v,herbal-A,C0->C0->C0
f44v,herbal-A,C0->C0->C0
f44v,herbal-A,C0->C0->C0
f44v,herbal-A,C0->C0->C0
f44v,herbal-A,C0->C0->C0
f44v,herbal-A,C0->C0->C0
f44v,herbal-A,C0->C1->C0
f44v,herbal-A,C0->C0->C0
f44v,herbal-A,C0->C1->C0
f44v,herbal-A,C0->C0->C0
f44v,herbal-A,C0->C2->C0
f45r,herbal-A,C2->C1->C2
f45r,herbal-A,C2->C2->C2
f45r,herbal-A,C0->C1->C0
f45r,herbal-A,C1->C0->C1
f45r,herbal-A,C0->C1->C0
f45r,herbal-A,C0->C4->C0
f45r,herbal-A,C2->C0->C2
f45v,herbal-A,C0->C2->C0
f45v,herbal-A,C0->C0->C0
f45v,herbal-A,C0->C0->C0
f45v,herbal-A,C0->C0->C0
f45v,herbal-A,C0->C0->C0
f45v,herbal-A,C0->C0->C0
f45v,herbal-A,C0->C0->C0
f46r,herbal-A,C3->C1->C3
f46r,herbal-A,C1->C3->C1
f46r,herbal-A,C1->C1->C1
f46r,herbal-A,C1->C1->C1
f46r,herbal-A,C0->C1->C0
f46r,herbal-A,C0->C1->C0
f46r,herbal-A,C1->C1->C1
f46r,herbal-A,C0->C1->C0
f46r,herbal-A,C1->C0->C1
f46r,herbal-A,C1->C1->C1
f46r,herbal-A,C1->C2->C1
f46r,herbal-A,C1->C2->C1
f46r,herbal-A,C2->C1->C2
f46r,herbal-A,C1->C1->C1
f46r,herbal-A,C0->C2->C0
f46r,herbal-A,C1->C0->C1
f46v,herbal-A,C2->C2->C2
f46v,herbal-A,C2->C1->C2
f46v,herbal-A,C1->C2->C1
f46v,herbal-A,C2->C1->C2
f46v,herbal-A,C2->C2->C2
f46v,herbal-A,C2->C2->C2
f46v,herbal-A,C2->C2->C2
f46v,herbal-A,C1->C2->C1
f46v,herbal-A,C1->C1->C1
f46v,herbal-A,C1->C1->C1
f46v,herbal-A,C1->C1->C1
f46v,herbal-A,C1->C1->C1
f46v,herbal-A,C3->C1->C3
f47r,herbal-A,C2->C0->C2
f47r,herbal-A,C0->C4->C0
f47r,herbal-A,C0->C0->C0
f47r,herbal-A,C0->C0->C0
f47r,herbal-A,C0->C0->C0
f47r,herbal-A,C0->C0->C0
f47r,herbal-A,C0->C0->C0
f47r,herbal-A,C0->C2->C0
f47r,herbal-A,C0->C0->C0
f47r,herbal-A,C0->C0->C0
f47r,herbal-A,C0->C0->C0
f47r,herbal-A,C0->C0->C0
f47r,herbal-A,C0->C0->C0
f47r,herbal-A,C0->C0->C0
f47r,herbal-A,C2->C0->C2
f47r,herbal-A,C0->C2->C0
f47r,herbal-A,C0->C0->C0
f47v,herbal-A,C0->C0->C0
f47v,herbal-A,C0->C0->C0
f47v,herbal-A,C0->C0->C0
f47v,herbal-A,C0->C2->C0
f47v,herbal-A,C2->C0->C2
f47v,herbal-A,C0->C2->C0
f47v,herbal-A,C0->C0->C0
f47v,herbal-A,C0->C0->C0
f47v,herbal-A,C2->C2->C2
f47v,herbal-A,C0->C4->C0
f47v,herbal-A,C0->C1->C0
f47v,herbal-A,C1->C0->C1
f47v,herbal-A,C0->C1->C0
f48r,herbal-A,C2->C2->C2
f48r,herbal-A,C2->C1->C2
f48v,herbal-A,C2->C2->C2
f48v,herbal-A,C2->C2->C2
f48v,herbal-A,C2->C2->C2
f48v,herbal-A,C1->C1->C1
f48v,herbal-A,C2->C3->C2
f48v,herbal-A,C1->C1->C1
f48v,herbal-A,C2->C4->C2
f48v,herbal-A,C2->C3->C2
f49r,herbal-A,C0->C1->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C1->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C0->C0
f49r,herbal-A,C0->C4->C0
f49r,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C2->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C0->C0
f49v,herbal-A,C0->C2->C0
f49v,herbal-A,C0->C4->C0
f49v,herbal-A,C0->C0->C0
f4r,herbal-A,C0->C0->C0
f4r,herbal-A,C0->C0->C0
f4r,herbal-A,C0->C1->C0
f4r,herbal-A,C0->C0->C0
f4r,herbal-A,C0->C0->C0
f4r,herbal-A,C0->C1->C0
f4r,herbal-A,C0->C0->C0
f4v,herbal-A,C0->C0->C0
f4v,herbal-A,C0->C1->C0
f4v,herbal-A,C0->C0->C0
f4v,herbal-A,C0->C1->C0
f4v,herbal-A,C0->C0->C0
f4v,herbal-A,C0->C0->C0
f4v,herbal-A,C0->C0->C0
f4v,herbal-A,C0->C1->C0
f4v,herbal-A,C0->C0->C0
f4v,herbal-A,C0->C0->C0
f4v,herbal-A,C1->C2->C1
f4v,herbal-A,C0->C0->C0
f4v,herbal-A,C0->C2->C0
f50r,herbal-A,C2->C2->C2
f50r,herbal-A,C1->C1->C1
f50r,herbal-A,C1->C2->C1
f50r,herbal-A,C2->C2->C2
f50r,herbal-A,C2->C2->C2
f50r,herbal-A,C2->C2->C2
f50r,herbal-A,C2->C2->C2
f50r,herbal-A,C2->C2->C2
f50r,herbal-A,C1->C2->C1
f50v,herbal-A,C0->C2->C0
f50v,herbal-A,C2->C4->C2
f50v,herbal-A,C1->C3->C1
f50v,herbal-A,C2->C2->C2
f50v,herbal-A,C2->C1->C2
f50v,herbal-A,C2->C0->C2
f50v,herbal-A,C2->C2->C2
f51r,herbal-A,C0->C4->C0
f51v,herbal-A,C0->C0->C0
f51v,herbal-A,C0->C0->C0
f51v,herbal-A,C0->C0->C0
f52r,herbal-A,C0->C0->C0
f52r,herbal-A,C0->C0->C0
f52r,herbal-A,C0->C1->C0
f52r,herbal-A,C2->C0->C2
f52r,herbal-A,C4->C1->C4
f52v,herbal-A,C0->C0->C0
f52v,herbal-A,C0->C0->C0
f52v,herbal-A,C0->C2->C0
f52v,herbal-A,C2->C0->C2
f52v,herbal-A,C0->C3->C0
f52v,herbal-A,C0->C2->C0
f53r,herbal-A,C0->C0->C0
f53r,herbal-A,C0->C0->C0
f53r,herbal-A,C0->C3->C0
f53r,herbal-A,C0->C0->C0
f53r,herbal-A,C0->C0->C0
f53r,herbal-A,C0->C0->C0
f53v,herbal-A,C0->C2->C0
f53v,herbal-A,C2->C0->C2
f53v,herbal-A,C0->C0->C0
f53v,herbal-A,C0->C1->C0
f53v,herbal-A,C0->C0->C0
f53v,herbal-A,C0->C0->C0
f54r,herbal-A,C0->C0->C0
f54r,herbal-A,C0->C0->C0
f54r,herbal-A,C0->C0->C0
f54r,herbal-A,C0->C3->C0
f54r,herbal-A,C0->C0->C0
f54r,herbal-A,C0->C0->C0
f54r,herbal-A,C0->C0->C0
f54r,herbal-A,C0->C0->C0
f54v,herbal-A,C0->C3->C0
f54v,herbal-A,C0->C2->C0
f55r,herbal-A,C1->C2->C1
f55r,herbal-A,C2->C1->C2
f55r,herbal-A,C2->C2->C2
f55r,herbal-A,C2->C2->C2
f55r,herbal-A,C2->C1->C2
f55r,herbal-A,C2->C2->C2
f55r,herbal-A,C0->C0->C0
f55v,herbal-A,C2->C2->C2
f55v,herbal-A,C1->C0->C1
f55v,herbal-A,C2->C0->C2
f55v,herbal-A,C2->C4->C2
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C4->C0
f56r,herbal-A,C0->C4->C0
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C2->C0
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C2->C2->C2
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C0->C0
f56r,herbal-A,C0->C0->C0
f56v,herbal-A,C0->C4->C0
f56v,herbal-A,C0->C0->C0
f56v,herbal-A,C0->C0->C0
f56v,herbal-A,C0->C0->C0
f56v,herbal-A,C0->C0->C0
f56v,herbal-A,C0->C4->C0
f56v,herbal-A,C0->C0->C0
f56v,herbal-A,C0->C3->C0
f56v,herbal-A,C0->C0->C0
f56v,herbal-A,C0->C0->C0
f56v,herbal-A,C0->C0->C0
f56v,herbal-A,C0->C0->C0
f56v,herbal-A,C0->C0->C0
f56v,herbal-A,C1->C1->C1
f56v,herbal-A,C0->C4->C0
f56v,herbal-A,C0->C0->C0
f56v,herbal-A,C0->C0->C0
f57r,cosmo/zodiac,C0->C0->C0
f57r,cosmo/zodiac,C0->C1->C0
f57r,cosmo/zodiac,C0->C0->C0
f57r,cosmo/zodiac,C1->C0->C1
f57r,cosmo/zodiac,C0->C0->C0
f57r,cosmo/zodiac,C2->C2->C2
f57r,cosmo/zodiac,C1->C3->C1
f57r,cosmo/zodiac,C1->C1->C1
f57v,cosmo/zodiac,C1->C2->C1
f57v,cosmo/zodiac,C3->C1->C3
f58r,cosmo/zodiac,C0->C2->C0
f58r,cosmo/zodiac,C2->C3->C2
f58r,cosmo/zodiac,C2->C2->C2
f58r,cosmo/zodiac,C0->C2->C0
f58r,cosmo/zodiac,C2->C0->C2
f58r,cosmo/zodiac,C0->C2->C0
f58r,cosmo/zodiac,C2->C0->C2
f58r,cosmo/zodiac,C0->C2->C0
f58r,cosmo/zodiac,C2->C3->C2
f58r,cosmo/zodiac,C0->C0->C0
f58r,cosmo/zodiac,C2->C2->C2
f58r,cosmo/zodiac,C1->C2->C1
f58r,cosmo/zodiac,C2->C1->C2
f58r,cosmo/zodiac,C2->C2->C2
f58r,cosmo/zodiac,C0->C2->C0
f58r,cosmo/zodiac,C2->C0->C2
f58r,cosmo/zodiac,C0->C3->C0
f58r,cosmo/zodiac,C2->C1->C2
f58r,cosmo/zodiac,C0->C0->C0
f58r,cosmo/zodiac,C0->C2->C0
f58r,cosmo/zodiac,C0->C0->C0
f58r,cosmo/zodiac,C2->C0->C2
f58r,cosmo/zodiac,C0->C2->C0
f58r,cosmo/zodiac,C1->C2->C1
f58r,cosmo/zodiac,C1->C0->C1
f58r,cosmo/zodiac,C1->C0->C1
f58r,cosmo/zodiac,C0->C1->C0
f58r,cosmo/zodiac,C2->C0->C2
f58r,cosmo/zodiac,C2->C2->C2
f58r,cosmo/zodiac,C2->C2->C2
f58r,cosmo/zodiac,C2->C2->C2
f58r,cosmo/zodiac,C2->C3->C2
f58r,cosmo/zodiac,C0->C0->C0
f58r,cosmo/zodiac,C0->C3->C0
f58v,cosmo/zodiac,C1->C1->C1
f58v,cosmo/zodiac,C1->C1->C1
f58v,cosmo/zodiac,C2->C0->C2
f58v,cosmo/zodiac,C0->C2->C0
f58v,cosmo/zodiac,C1->C2->C1
f58v,cosmo/zodiac,C2->C1->C2
f58v,cosmo/zodiac,C0->C1->C0
f58v,cosmo/zodiac,C0->C0->C0
f58v,cosmo/zodiac,C0->C0->C0
f58v,cosmo/zodiac,C0->C0->C0
f58v,cosmo/zodiac,C1->C1->C1
f58v,cosmo/zodiac,C2->C0->C2
f58v,cosmo/zodiac,C2->C1->C2
f58v,cosmo/zodiac,C0->C0->C0
f58v,cosmo/zodiac,C1->C2->C1
f58v,cosmo/zodiac,C1->C0->C1
f58v,cosmo/zodiac,C0->C1->C0
f58v,cosmo/zodiac,C0->C2->C0
f58v,cosmo/zodiac,C1->C1->C1
f58v,cosmo/zodiac,C2->C2->C2
f58v,cosmo/zodiac,C1->C0->C1
f58v,cosmo/zodiac,C1->C1->C1
f58v,cosmo/zodiac,C1->C0->C1
f58v,cosmo/zodiac,C2->C0->C2
f58v,cosmo/zodiac,C0->C2->C0
f58v,cosmo/zodiac,C0->C2->C0
f58v,cosmo/zodiac,C1->C2->C1
f58v,cosmo/zodiac,C1->C1->C1
f58v,cosmo/zodiac,C1->C0->C1
f58v,cosmo/zodiac,C1->C2->C1
f58v,cosmo/zodiac,C2->C1->C2
f58v,cosmo/zodiac,C1->C1->C1
f5r,herbal-A,C0->C2->C0
f5r,herbal-A,C0->C4->C0
f5r,herbal-A,C0->C3->C0
f5r,herbal-A,C0->C0->C0
f5r,herbal-A,C2->C0->C2
f5r,herbal-A,C0->C2->C0
f5r,herbal-A,C0->C0->C0
f5r,herbal-A,C0->C0->C0
f5r,herbal-A,C0->C3->C0
f5r,herbal-A,C0->C4->C0
f5r,herbal-A,C0->C3->C0
f5v,herbal-A,C0->C0->C0
f5v,herbal-A,C0->C0->C0
f5v,herbal-A,C0->C2->C0
f5v,herbal-A,C0->C1->C0
f5v,herbal-A,C0->C0->C0
f5v,herbal-A,C0->C0->C0
f5v,herbal-A,C0->C0->C0
f5v,herbal-A,C0->C0->C0
f5v,herbal-A,C0->C0->C0
f65v,cosmo/zodiac,C0->C1->C0
f65v,cosmo/zodiac,C1->C0->C1
f65v,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C1->C2->C1
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C3->C0->C3
f66r,cosmo/zodiac,C1->C2->C1
f66r,cosmo/zodiac,C1->C2->C1
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C1->C3->C1
f66r,cosmo/zodiac,C0->C2->C0
f66r,cosmo/zodiac,C0->C0->C0
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C1->C0->C1
f66r,cosmo/zodiac,C3->C1->C3
f66r,cosmo/zodiac,C0->C0->C0
f66r,cosmo/zodiac,C0->C1->C0
f66r,cosmo/zodiac,C1->C3->C1
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C1->C2->C1
f66r,cosmo/zodiac,C0->C2->C0
f66r,cosmo/zodiac,C1->C0->C1
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C3->C1->C3
f66r,cosmo/zodiac,C0->C2->C0
f66r,cosmo/zodiac,C0->C0->C0
f66r,cosmo/zodiac,C1->C0->C1
f66r,cosmo/zodiac,C1->C2->C1
f66r,cosmo/zodiac,C1->C3->C1
f66r,cosmo/zodiac,C3->C0->C3
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C0->C0->C0
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C1->C1->C1
f66r,cosmo/zodiac,C3->C2->C3
f66v,cosmo/zodiac,C2->C1->C2
f66v,cosmo/zodiac,C2->C2->C2
f66v,cosmo/zodiac,C1->C1->C1
f66v,cosmo/zodiac,C1->C1->C1
f66v,cosmo/zodiac,C3->C2->C3
f66v,cosmo/zodiac,C1->C1->C1
f66v,cosmo/zodiac,C0->C1->C0
f66v,cosmo/zodiac,C0->C0->C0
f66v,cosmo/zodiac,C0->C3->C0
f66v,cosmo/zodiac,C0->C3->C0
f66v,cosmo/zodiac,C0->C2->C0
f67r1,cosmo/zodiac,C2->C2->C2
f67r1,cosmo/zodiac,C2->C3->C2
f67r1,cosmo/zodiac,C3->C2->C3
f67r1,cosmo/zodiac,C3->C1->C3
f67r1,cosmo/zodiac,C3->C3->C3
f67r1,cosmo/zodiac,C3->C0->C3
f67r1,cosmo/zodiac,C3->C3->C3
f67r1,cosmo/zodiac,C3->C3->C3
f67r1,cosmo/zodiac,C3->C3->C3
