folio,section,locus,length,trajectory,cell_path,token_path
f77v,balneo,"37,+P0",4,C2 -> C1 -> C4 -> C1,qot|bare|clitic -> qok|bare|paradigm -> ch|e|e_grade -> sh|e|e_grade,qotar qokain cheey shey
f77v,balneo,"38,+P0",4,C1 -> C1 -> C1 -> C1,sh|e|aspect -> qok|e|aspect -> qok|bare|paradigm -> qok|e|aspect,shedy qokedy qokain qokedy
f77v,balneo,"39,+P0",7,C0 -> C1 -> C1 -> C1 -> C1 -> C0 -> C2,ch|eo|o_grade -> ch|e|aspect -> qok|bare|clitic -> qok|bare|clitic -> sh|e|aspect -> sh|o|other -> qot|bare|clitic,dcheol kchedy qokal qokal shedy sholdy qotal
f77v,balneo,"40,+P0",7,C1 -> C2 -> C4 -> C1 -> C1 -> C1 -> C1,qok|e|e_grade -> ch|bare|other -> ch|e|e_grade -> qok|bare|paradigm -> sh|e|aspect -> qok|e|aspect -> qok|bare|clitic,qokeey chdor cheey qokaiin shedy qokeedy qokam
f77v,balneo,"41,+P0",3,C1 -> C1 -> C2,ch|e|aspect -> qok|bare|clitic -> ch|bare|other,chedy qokal chdain
f77v,balneo,"42,+P0",5,C4 -> C1 -> C1 -> C0 -> C0,ch|e|e_grade -> qok|e|e_grade -> qok|bare|clitic -> ch|eo|other -> ok|o|o_grade,tcheey qokeey qokal cheolkaiin okol
f77v,balneo,"6,@P0",6,C1 -> C0 -> C2 -> C1 -> C1 -> C1,sh|e|aspect -> qot|o|o_grade -> ch|bare|clitic -> qot|e|aspect -> qot|e|aspect -> qok|e|aspect,shedy qotol chal qotedy qotedy qokedy
f77v,balneo,"7,+P0",4,C1 -> C2 -> C1 -> C1,ok|e|aspect -> ch|bare|other -> sh|bare|other -> ch|e|aspect,okedy chs shdal chedy
f77v,balneo,"8,+P0",5,C1 -> C1 -> C1 -> C1 -> C0,qok|e|aspect -> sh|e|aspect -> qok|e|aspect -> qok|e|aspect -> sh|eo|o_grade,qokeeey shedy qokeedy qokedy sheol
f77v,balneo,"9,+P0",7,C0 -> C1 -> C0 -> C2 -> C1 -> C1 -> C1,ch|eo|o_grade -> sh|e|e_grade -> ch|eo|o_grade -> ch|bare|other -> sh|e|aspect -> qok|e|aspect -> ch|e|aspect,dcheol kshey cheol chs sheedy qokedy chedy
f78r,balneo,"10,+P0",5,C1 -> C1 -> C1 -> C2 -> C3,sh|e|aspect -> qok|e|aspect -> ot|e|aspect -> ot|bare|clitic -> ot|e|e_grade,dshedy qokeedy otedy otal otey
f78r,balneo,"11,+P0",6,C1 -> C1 -> C1 -> C1 -> C3 -> C1,qok|bare|e_grade -> ok|e|aspect -> sh|e|other -> qot|e|aspect -> ot|e|e_grade -> sh|bare|other,qoky okeedy sheety qoteedy otey shckhedy
f78r,balneo,"12,+P0",4,C1 -> C0 -> C1 -> C2,sh|e|other -> qok|o|o_grade -> ot|e|aspect -> ch|bare|other,shekedy qokol otedy chckhedy
f78r,balneo,"13,+P0",4,C1 -> C1 -> C1 -> C1,qok|e|aspect -> qok|bare|paradigm -> ok|e|aspect -> qot|e|aspect,qokedy qokain okedy qoteedy
f78r,balneo,"14,+P0",4,C3 -> C2 -> C1 -> C1,ch|e|other -> ch|bare|other -> qok|e|other -> qok|bare|clitic,checkhy chckhdy qokededy qokan
f78r,balneo,"15,+P0",5,C2 -> C2 -> C1 -> C1 -> C3,ch|bare|other -> ch|bare|aspect -> qok|e|aspect -> ok|e|aspect -> ok|e|other,dchckhedy qokchdy qokedy okedy okeed
f78r,balneo,"16,+P0",4,C0 -> C3 -> C2 -> C3,qok|o|o_grade -> ot|e|other -> ok|bare|paradigm -> ch|e|other,qokol oted okain ched
f78r,balneo,"18,+P0",3,C1 -> C1 -> C2,ch|e|aspect -> qok|bare|paradigm -> ok|bare|paradigm,chedy qokain okain
f78r,balneo,"19,+P0",4,C3 -> C1 -> C1 -> C2,ch|e|other -> ok|e|aspect -> qok|bare|paradigm -> ch|bare|o_grade,ches okeedy qokain chl
f78r,balneo,"20,+P0",2,C1 -> C1,sh|e|aspect -> qok|bare|other,shedy qokychdy
f78r,balneo,"21,+P0",2,C1 -> C3,qok|bare|paradigm -> ch|e|other,qokain cheeky
f78r,balneo,"22,+P0",2,C1 -> C2,qok|bare|paradigm -> ch|bare|other,qokain chckhdy
f78r,balneo,"23,+P0",2,C0 -> C1,sh|eo|o_grade -> ok|e|aspect,sheor okeedy
f78r,balneo,"24,+P0",3,C1 -> C1 -> C1,qok|e|aspect -> qok|e|e_grade -> qok|e|aspect,qokeedy qokeey qokedy
f78r,balneo,"26,+P0",2,C1 -> C1,sh|e|e_grade -> sh|e|aspect,shey shedy
f78r,balneo,"28,+P0",3,C1 -> C0 -> C2,qok|e|aspect -> ch|o|o_grade -> ch|bare|clitic,qokeedy kchol tchal
f78r,balneo,"29,+P0",5,C2 -> C2 -> C0 -> C2 -> C0,ch|bare|other -> ot|bare|e_grade -> qok|o|o_grade -> ok|bare|e_grade -> ch|bare|e_grade,chckhy oty qokor oky chy
f78r,balneo,"3,@P0",5,C1 -> C1 -> C1 -> C0 -> C2,sh|e|other -> sh|e|aspect -> qok|e|aspect -> qok|o|o_grade -> ok|bare|e_grade,tshedor shedy qokedy qokol oky
f78r,balneo,"30,+P0",4,C1 -> C1 -> C1 -> C2,qok|e|aspect -> qok|e|e_grade -> ch|e|aspect -> ch|bare|other,qokeedy qokey chedy chchty
f78r,balneo,"31,+P0",5,C1 -> C1 -> C2 -> C1 -> C2,sh|e|other -> qok|e|aspect -> ot|bare|clitic -> sh|e|aspect -> ot|bare|clitic,sheckhy qokedy otal shedy otar
f78r,balneo,"32,+P0",4,C1 -> C1 -> C1 -> C2,qok|e|aspect -> qok|bare|paradigm -> ch|e|aspect -> ok|bare|other,qokedy qokain chedy okaly
f78r,balneo,"33,+P0",2,C1 -> C2,qok|e|e_grade -> ok|bare|clitic,qokeey okal
f78r,balneo,"34,+P0",4,C1 -> C1 -> C1 -> C2,sh|e|aspect -> qok|e|aspect -> qok|bare|other -> ok|bare|paradigm,dshedy qokeedy qokaly okaiin
f78r,balneo,"35,+P0",3,C3 -> C1 -> C3,ch|e|other -> qok|bare|paradigm -> ch|e|other,checkhy qokain cheeky
f78r,balneo,"38,+P0",2,C1 -> C1,ot|e|aspect -> ch|e|aspect,oteedy chedy
f78r,balneo,"39,+P0",3,C1 -> C1 -> C1,qot|bare|paradigm -> qok|bare|paradigm -> ot|e|aspect,qotaiin qokaiin otedy
f78r,balneo,"4,+P0",5,C1 -> C1 -> C1 -> C1 -> C2,qok|e|aspect -> qok|e|aspect -> sh|e|aspect -> ch|e|aspect -> ot|bare|clitic,qokeedy qokedy shedy tchedy otar
f78r,balneo,"40,+P0",3,C1 -> C1 -> C1,sh|e|aspect -> sh|e|aspect -> qok|bare|paradigm,shedy shedy qokaiin
f78r,balneo,"41,+P0",3,C2 -> C1 -> C1,ch|bare|other -> ch|e|aspect -> qok|bare|paradigm,chdar chedy qokain
f78r,balneo,"5,+P0",4,C3 -> C1 -> C1 -> C1,ch|e|other -> ch|e|aspect -> qok|e|aspect -> qok|bare|paradigm,cheky chedy qokedy qokain
f78r,balneo,"6,+P0",5,C2 -> C1 -> C1 -> C2 -> C0,qot|bare|clitic -> sh|e|aspect -> qok|e|other -> ch|bare|other -> ot|o|o_grade,qotal shedy qokedar chcthey otor
f78r,balneo,"7,+P0",6,C1 -> C1 -> C1 -> C1 -> C1 -> C1,qok|bare|clitic -> ot|e|aspect -> qok|e|aspect -> qok|e|aspect -> qok|e|aspect -> qok|e|aspect,qokal otedy qokedy qokedy qokedy qokedy
f78r,balneo,"8,+P0",7,C1 -> C1 -> C2 -> C1 -> C1 -> C1 -> C1,sh|e|aspect -> qok|e|aspect -> ok|bare|clitic -> qok|e|aspect -> sh|e|aspect -> sh|e|aspect -> qok|bare|e_grade,dshedy qokedy okar qokedy shedy shedy qoky
f78r,balneo,"9,+P0",5,C1 -> C2 -> C1 -> C1 -> C1,qok|e|aspect -> ch|bare|other -> qok|bare|paradigm -> ch|e|aspect -> qot|e|aspect,qokedy chckhd qokain chedy qotedy
f78v,balneo,"1,@P0",3,C1 -> C1 -> C1,qok|e|aspect -> ch|e|aspect -> qok|e|aspect,qokedy chedy qokedy
f78v,balneo,"10,+P0",4,C1 -> C1 -> C1 -> C1,sh|e|aspect -> qok|e|aspect -> sh|e|aspect -> ok|e|aspect,dshedy qokedy shedy okedy
f78v,balneo,"11,+P0",5,C1 -> C1 -> C2 -> C1 -> C2,ch|e|aspect -> ok|e|e_grade -> ch|bare|aspect -> qok|bare|paradigm -> ch|bare|other,chedy okeey chdy qokain chcthy
f78v,balneo,"12,+P0",5,C0 -> C1 -> C1 -> C2 -> C1,sh|eo|o_grade -> qok|bare|paradigm -> sh|bare|other -> ot|bare|other -> qok|bare|clitic,sheor qokaiin shckhy otaly qokal
f78v,balneo,"13,+P0",6,C0 -> C1 -> C1 -> C1 -> C1 -> C1,ch|o|other -> ch|e|aspect -> qok|e|aspect -> qok|e|e_grade -> ch|e|aspect -> qok|e|aspect,dchokol chedy qokedy qokey chedy qokeedy
f78v,balneo,"14,+P0",4,C1 -> C0 -> C1 -> C1,sh|e|aspect -> ok|o|o_grade -> ch|e|aspect -> qok|bare|paradigm,shedy okol chedy qokain
f78v,balneo,"15,+P0",5,C4 -> C1 -> C3 -> C2 -> C1,ch|e|e_grade -> qok|e|e_grade -> ch|e|other -> ch|bare|other -> qok|e|aspect,cheey qokey cheef chckhey qokedy
f78v,balneo,"16,+P0",4,C1 -> C1 -> C1 -> C1,sh|e|aspect -> qok|e|aspect -> ok|e|e_grade -> qok|bare|aspect,shedy qokedy okey qokdy
f78v,balneo,"17,+P0",2,C1 -> C2,sh|e|aspect -> ch|bare|aspect,sheedy dchdy
f78v,balneo,"18,+P0",4,C1 -> C1 -> C1 -> C1,ch|e|aspect -> sh|bare|other -> qok|e|aspect -> ot|e|aspect,chedy shckhy qokedy oteedy
f78v,balneo,"19,+P0",3,C3 -> C1 -> C1,ch|e|other -> sh|e|aspect -> sh|e|other,chedar shedy shedaldy
f78v,balneo,"2,+P0",3,C1 -> C1 -> C2,qok|e|aspect -> ot|e|aspect -> ot|bare|e_grade,qokedy otedy oty
f78v,balneo,"20,+P0",3,C1 -> C1 -> C2,qok|bare|paradigm -> ch|e|aspect -> ok|bare|other,qokain chedy okalor
f78v,balneo,"21,+P0",4,C1 -> C2 -> C1 -> C1,ch|e|aspect -> ot|bare|paradigm -> qok|bare|clitic -> sh|e|aspect,chedy otaiin qokar shedy
f78v,balneo,"22,+P0",7,C0 -> C1 -> C1 -> C2 -> C4 -> C0 -> C1,ok|o|o_grade -> sh|e|e_grade -> sh|e|aspect -> ok|bare|clitic -> ch|e|e_grade -> ok|eo|o_grade -> ch|e|aspect,okol shey shedy okal okchey okeol chedy
f78v,balneo,"23,+P0",6,C1 -> C3 -> C1 -> C1 -> C1 -> C1,ch|e|aspect -> ok|e|other -> qot|e|aspect -> ok|e|aspect -> sh|e|aspect -> qok|e|aspect,chedy okeshy qoteedy okeedy shedy qokedy
f78v,balneo,"24,+P0",5,C1 -> C1 -> C1 -> C1 -> C0,sh|e|aspect -> sh|e|aspect -> sh|e|e_grade -> sh|bare|aspect -> sh|o|o_grade,shedy sheedy shey kshdy shol
f78v,balneo,"25,+P0",2,C1 -> C2,sh|e|other -> sh|bare|clitic,sheckhedyor sham
f78v,balneo,"26,+P0",5,C1 -> C1 -> C2 -> C1 -> C2,qok|bare|paradigm -> sh|e|aspect -> ot|bare|paradigm -> sh|e|aspect -> ot|bare|other,qokaiin sheedy otain shedy otaldy
f78v,balneo,"27,+P0",3,C1 -> C1 -> C1,sh|bare|o_grade -> sh|e|e_grade -> ch|e|aspect,shr sheey chedy
f78v,balneo,"28,+P0",5,C1 -> C1 -> C2 -> C1 -> C2,sh|e|e_grade -> qok|e|e_grade -> ok|bare|clitic -> ot|e|aspect -> ch|bare|other,shey qokey okar oteedy chcthy
f78v,balneo,"29,+P0",3,C4 -> C1 -> C1,ch|e|e_grade -> ch|e|aspect -> sh|e|aspect,otchey chedy shedy
f78v,balneo,"3,+P0",4,C1 -> C3 -> C1 -> C1,qok|e|aspect -> ch|e|other -> ok|e|aspect -> qot|e|aspect,qokedy chety okedy qotedy
f78v,balneo,"30,+P0",4,C0 -> C1 -> C2 -> C1,sh|o|o_grade -> sh|e|other -> ok|bare|clitic -> qok|bare|clitic,shol sheety okal qokar
f78v,balneo,"31,+P0",4,C0 -> C2 -> C2 -> C0,ch|o|o_grade -> ot|bare|paradigm -> ot|bare|paradigm -> sh|o|other,dchor otaiin otain sholkal
f78v,balneo,"32,+P0",4,C0 -> C0 -> C1 -> C2,ch|eo|o_grade -> sh|eo|o_grade -> qok|bare|clitic -> ot|bare|other,cheor sheol qokar otalor
f78v,balneo,"5,+P0",3,C2 -> C3 -> C2,ch|bare|other -> ch|e|other -> ok|bare|clitic,chsey cheeky okal
f78v,balneo,"6,+P0",4,C1 -> C1 -> C1 -> C1,ok|e|e_grade -> qok|bare|paradigm -> ok|e|aspect -> qok|e|aspect,okeey qokain okedy qokedy
f78v,balneo,"7,+P0",8,C0 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2 -> C1,ot|o|o_grade -> sh|e|aspect -> ot|e|aspect -> sh|e|aspect -> qok|e|aspect -> qok|e|aspect -> ot|bare|clitic -> ot|e|aspect,otor shedy otedy shedy qokeedy qokedy otar otedy
f78v,balneo,"8,+P0",6,C1 -> C1 -> C1 -> C1 -> C1 -> C1,qok|e|aspect -> ot|e|aspect -> qok|bare|paradigm -> ot|e|aspect -> qok|e|aspect -> ok|e|aspect,qokedy otedy qokain oteedy qokeedy okedy
f78v,balneo,"9,+P0",5,C0 -> C1 -> C3 -> C1 -> C1,ch|eo|other -> qok|e|aspect -> ch|e|other -> ok|e|aspect -> qot|e|aspect,cheolk qokedy chedol okeedy qotedy
f79r,balneo,"1,@P0",5,C1 -> C1 -> C2 -> C2 -> C1,sh|e|aspect -> sh|e|other -> ot|bare|other -> ot|bare|clitic -> sh|e|aspect,shedy shek otarpchdy otal shedy
f79r,balneo,"10,+P0",7,C1 -> C1 -> C0 -> C0 -> C1 -> C0 -> C3,sh|e|aspect -> qok|bare|paradigm -> ch|eo|o_grade -> ok|o|o_grade -> sh|e|other -> ch|o|other -> ot|e|other,qokshedy qokain cheor okol sheeol choty otechys
f79r,balneo,"11,+P0",7,C1 -> C1 -> C1 -> C2 -> C1 -> C2 -> C2,ch|e|aspect -> sh|e|e_grade -> sh|bare|aspect -> ch|bare|clitic -> sh|e|other -> ch|bare|other -> ot|bare|clitic,chedy tshey dshdy otchar shek chcthy otal
f79r,balneo,"12,+P0",4,C0 -> C4 -> C1 -> C1,ch|bare|e_grade -> ch|e|e_grade -> sh|e|aspect -> qot|bare|paradigm,qokchy qotchey shedy qotaiin
f79r,balneo,"13,+P0",4,C1 -> C1 -> C1 -> C2,sh|bare|other -> sh|bare|aspect -> qok|bare|other -> qot|bare|clitic,shckhy qotshdy qokaldy qotar
f79r,balneo,"14,+P0",6,C1 -> C3 -> C2 -> C4 -> C4 -> C1,qok|bare|paradigm -> ch|e|other -> qot|bare|clitic -> ch|e|e_grade -> ch|e|e_grade -> ch|e|aspect,qokain checkhy qotal cheey chey chedy
f79r,balneo,"15,+P0",6,C1 -> C1 -> C1 -> C1 -> C0 -> C0,qok|bare|o_grade -> sh|e|e_grade -> qok|bare|clitic -> ch|e|aspect -> ok|o|o_grade -> sh|eo|o_grade,qokl shey qokal chedy okol sheol
f79r,balneo,"16,+P0",8,C0 -> C1 -> C1 -> C2 -> C1 -> C1 -> C1 -> C1,sh|bare|paradigm -> sh|bare|other -> sh|e|aspect -> ot|bare|clitic -> sh|e|e_grade -> qok|bare|paradigm -> sh|e|e_grade -> qok|bare|clitic,shain shckhy kshedy otal sheey qokain shey qokam
f79r,balneo,"17,+P0",4,C1 -> C0 -> C2 -> C3,qok|bare|paradigm -> sh|bare|e_grade -> ot|bare|paradigm -> ch|e|other,qokaiin shy otaiin ches
f79r,balneo,"18,+P0",6,C1 -> C4 -> C1 -> C2 -> C2 -> C2,qok|bare|paradigm -> ch|e|e_grade -> qok|bare|paradigm -> ot|bare|paradigm -> ot|bare|paradigm -> ot|bare|clitic,qokaiin chey qokain otain otain otal
f79r,balneo,"19,+P0",6,C4 -> C0 -> C1 -> C1 -> C1 -> C0,ch|e|e_grade -> ch|o|o_grade -> sh|e|e_grade -> qok|bare|paradigm -> sh|e|other -> sh|o|other,cheey chol shey qokain sheyky shoty
f79r,balneo,"2,+P0",4,C1 -> C1 -> C1 -> C1,qot|e|aspect -> ch|e|aspect -> sh|e|e_grade -> qot|e|e_grade,qoteedy otchedy sheey qoteey
f79r,balneo,"20,+P0",3,C2 -> C3 -> C2,sh|bare|clitic -> ch|e|other -> ch|e|clitic,shal chedar chear
f79r,balneo,"21,+P0",5,C2 -> C1 -> C1 -> C2 -> C1,sh|bare|clitic -> sh|bare|other -> sh|e|e_grade -> ok|bare|other -> sh|e|e_grade,shar sharpchey otshey okaos okshey
f79r,balneo,"22,+P0",3,C1 -> C2 -> C1,sh|e|aspect -> ot|bare|paradigm -> sh|e|e_grade,sheedy otain shey
f79r,balneo,"23,+P0",5,C1 -> C1 -> C1 -> C1 -> C2,sh|e|clitic -> qot|bare|paradigm -> ch|e|aspect -> sh|e|aspect -> ot|o|other,shear qotaiin otchedy tshedy otory
f79r,balneo,"24,+P0",5,C1 -> C1 -> C2 -> C4 -> C2,sh|e|aspect -> qok|e|aspect -> ot|bare|paradigm -> ch|e|e_grade -> ok|bare|paradigm,qokshedy qokedy otain otchey okain
f79r,balneo,"25,+P0",7,C0 -> C0 -> C1 -> C1 -> C1 -> C3 -> C2,ch|o|other -> sh|bare|e_grade -> sh|e|e_grade -> qok|bare|clitic -> sh|e|aspect -> ot|e|e_grade -> ch|bare|other,cholchey qotshy shey qokar shedy oteey chcthy
f79r,balneo,"26,+P0",3,C4 -> C2 -> C0,ch|e|e_grade -> ch|bare|aspect -> sh|o|o_grade,qotchey qokchdy shol
f79r,balneo,"27,+P0",6,C1 -> C1 -> C4 -> C0 -> C2 -> C2,qok|e|aspect -> sh|e|e_grade -> ch|e|e_grade -> ch|o|other -> ot|bare|e_grade -> ok|bare|e_grade,qokeedy sheey cheey cholor oty oky
f79r,balneo,"28,+P0",3,C1 -> C2 -> C2,qok|bare|paradigm -> ch|bare|other -> ot|o|other,qokain chyteey otoldy
f79r,balneo,"29,+P0",4,C1 -> C2 -> C0 -> C0,qok|bare|clitic -> ch|bare|other -> ch|o|o_grade -> ch|bare|e_grade,qokal okchd dchol dchy
f79r,balneo,"3,+P0",4,C1 -> C2 -> C4 -> C1,qot|e|aspect -> ch|bare|other -> ch|e|e_grade -> qok|e|e_grade,qoteedy chckhey chey qokeey
f79r,balneo,"30,+P0",2,C1 -> C2,sh|e|aspect -> qot|bare|clitic,shedy qotal
f79r,balneo,"31,+P0",4,C0 -> C1 -> C0 -> C1,sh|eo|o_grade -> ok|e|e_grade -> ch|eo|o_grade -> sh|e|aspect,sheol okeey cheor sheedy
f79r,balneo,"32,+P0",4,C1 -> C1 -> C2 -> C1,ch|e|aspect -> qot|e|aspect -> ok|bare|paradigm -> sh|e|e_grade,cheedy qoteedy okaiin shey
f79r,balneo,"33,+P0",6,C1 -> C1 -> C1 -> C1 -> C4 -> C1,sh|e|aspect -> sh|e|aspect -> ot|e|aspect -> ot|e|aspect -> ch|e|e_grade -> qok|bare|paradigm,shedy qotshedy oteeedy oteedy chey qokain
f79r,balneo,"34,+P0",4,C1 -> C1 -> C1 -> C1,ch|e|aspect -> qot|bare|other -> sh|e|e_grade -> ot|e|aspect,kchedy qotas sheey oteedy
f79r,balneo,"35,+P0",5,C1 -> C1 -> C1 -> C2 -> C2,sh|e|aspect -> qot|e|aspect -> qot|bare|paradigm -> ch|bare|other -> ot|bare|clitic,shedy qoteedy qotain chckhes otal
f79r,balneo,"36,+P0",5,C1 -> C4 -> C1 -> C0 -> C1,sh|e|other -> ch|e|e_grade -> sh|e|other -> sh|eo|o_grade -> sh|e|clitic,sheeol cheey sheky sheol shear
f79r,balneo,"37,+P0",3,C1 -> C0 -> C4,sh|e|e_grade -> sh|o|other -> ch|e|e_grade,sheey sholkeey okchey
f79r,balneo,"38,+P0",2,C0 -> C1,sh|eo|o_grade -> qok|e|e_grade,sheol qokeey
f79r,balneo,"39,+P0",2,C0 -> C1,qok|o|o_grade -> sh|bare|aspect,qokol otshdy
f79r,balneo,"4,+P0",6,C2 -> C1 -> C1 -> C1 -> C1 -> C1,qot|bare|clitic -> sh|e|other -> sh|e|other -> qok|e|e_grade -> ok|e|e_grade -> qok|bare|e_grade,qotar sheds sheekeey qokeey okey qoky
f79r,balneo,"40,+P0",5,C1 -> C3 -> C0 -> C2 -> C2,sh|e|aspect -> ch|e|other -> ch|o|other -> ok|bare|paradigm -> ch|bare|other,shedy qokched otchotar okaiin chckhy
f79r,balneo,"41,+P0",6,C1 -> C1 -> C1 -> C1 -> C2 -> C1,qok|bare|paradigm -> sh|e|aspect -> qot|bare|paradigm -> ot|e|aspect -> ch|bare|other -> ch|e|aspect,qokain shedy qotain oteedy chkain chedy
f79r,balneo,"42,+P0",4,C2 -> C1 -> C2 -> C1,ok|bare|other -> ch|e|aspect -> ok|bare|paradigm -> ch|e|aspect,okaio chedy okain cheedy
f79r,balneo,"43,+P0",6,C1 -> C1 -> C0 -> C1 -> C2 -> C1,sh|e|e_grade -> qok|bare|paradigm -> ch|eo|o_grade -> qok|bare|e_grade -> ch|bare|other -> ch|e|aspect,shey qokain cheol qoky chkag cheedy
f79r,balneo,"44,+P0",2,C1 -> C0,ok|e|e_grade -> ch|eo|other,okeey cheory
f79r,balneo,"5,+P0",9,C1 -> C1 -> C2 -> C2 -> C2 -> C4 -> C0 -> C0 -> C0,qok|bare|clitic -> sh|e|aspect -> ch|bare|other -> ch|e|clitic -> sh|bare|clitic -> ch|e|e_grade -> ch|eo|o_grade -> ch|o|o_grade -> ch|bare|e_grade,qokal shedy chcthy chear shal chey cheol chol chy
f79r,balneo,"6,+P0",4,C0 -> C2 -> C1 -> C4,sh|o|o_grade -> ok|bare|clitic -> qok|e|e_grade -> ch|e|e_grade,shol okar qokey chey
f79r,balneo,"7,+P0",8,C1 -> C1 -> C1 -> C4 -> C1 -> C4 -> C0 -> C1,qok|bare|clitic -> sh|e|e_grade -> qok|bare|o_grade -> ch|e|e_grade -> qok|bare|paradigm -> ch|e|e_grade -> qot|bare|e_grade -> qok|bare|clitic,qokar shey qokl cheey qokain chey qoty qokar
f79r,balneo,"8,+P0",7,C0 -> C1 -> C1 -> C1 -> C2 -> C1 -> C0,qok|o|o_grade -> ch|e|aspect -> qok|bare|clitic -> sh|e|other -> ch|bare|other -> qok|bare|clitic -> ch|o|other,qokol cheedy qokal shed chcthy qokal cholo
f79r,balneo,"9,+P0",6,C1 -> C1 -> C0 -> C0 -> C1 -> C1,sh|e|aspect -> qok|bare|clitic -> sh|eo|o_grade -> qot|bare|e_grade -> qok|bare|clitic -> qok|bare|clitic,shedy qokar sheol qoty qokal qokam
f79v,balneo,"1,@P0",2,C0 -> C2,qot|o|other -> ot|bare|other,qotolol otaldy
f79v,balneo,"10,+P0",2,C1 -> C1,qok|e|e_grade -> qok|bare|paradigm,qokeey qokaiin
f79v,balneo,"11,+P0",3,C1 -> C2 -> C2,qok|bare|paradigm -> ch|bare|other -> ot|bare|clitic,qokain chckhy otar
f79v,balneo,"12,+P0",5,C1 -> C1 -> C1 -> C1 -> C2,qok|e|aspect -> qot|e|aspect -> qok|e|aspect -> qot|e|aspect -> ok|bare|e_grade,qokedy qoteedy qokedy qotedy oky
f79v,balneo,"13,+P0",4,C1 -> C3 -> C1 -> C1,qok|bare|paradigm -> ch|e|other -> ok|e|aspect -> qok|e|aspect,qokain checthy okeedy qokeedy
f79v,balneo,"14,+P0",7,C1 -> C1 -> C1 -> C0 -> C1 -> C1 -> C1,qok|e|e_grade -> qok|e|aspect -> ok|e|e_grade -> qok|o|o_grade -> sh|e|aspect -> qok|e|aspect -> qok|e|aspect,qokeey qokedy okeey qokol sheedy qokeedy qokeedy
f79v,balneo,"15,+P0",4,C1 -> C1 -> C0 -> C1,qok|e|aspect -> qok|bare|paradigm -> ch|eo|other -> qok|bare|paradigm,qokeedy qokain cheokain qokain
f79v,balneo,"16,+P0",3,C1 -> C1 -> C2,sh|e|e_grade -> qok|e|aspect -> ok|bare|paradigm,sheey qokeedy okaiin
f79v,balneo,"17,+P0",6,C1 -> C0 -> C1 -> C3 -> C1 -> C2,sh|e|e_grade -> ch|o|o_grade -> qok|bare|paradigm -> ch|e|other -> qok|bare|e_grade -> ot|bare|paradigm,sheey chol qokaiin cheekey qoky otain
f79v,balneo,"18,+P0",5,C1 -> C1 -> C1 -> C3 -> C1,qok|bare|paradigm -> sh|e|e_grade -> qok|e|e_grade -> ot|e|e_grade -> qok|e|e_grade,qokain sheey qokeey oteey qokeey
f79v,balneo,"19,+P0",6,C0 -> C1 -> C1 -> C1 -> C1 -> C2,sh|bare|e_grade -> sh|e|e_grade -> qok|e|aspect -> qok|e|aspect -> qok|e|aspect -> ch|bare|clitic,shy shey qokedy qokedy qokedy cham
f79v,balneo,"2,+P0",5,C1 -> C4 -> C0 -> C1 -> C1,qot|e|aspect -> ch|e|e_grade -> qot|bare|e_grade -> qok|bare|paradigm -> sh|e|e_grade,qoteedy qokchey qoty qokain shey
f79v,balneo,"20,+P0",5,C1 -> C1 -> C2 -> C2 -> C1,ch|e|aspect -> sh|e|aspect -> ok|bare|paradigm -> ot|bare|e_grade -> sh|e|e_grade,dchedy shedy okain oty shey
f79v,balneo,"21,+P0",5,C1 -> C1 -> C1 -> C1 -> C1,sh|e|e_grade -> qok|bare|clitic -> sh|e|aspect -> sh|e|other -> sh|bare|aspect,dshey qokal sheedy sheky otshdy
f79v,balneo,"22,+P0",2,C1 -> C0,sh|e|e_grade -> ch|bare|e_grade,tshey ch
f79v,balneo,"23,+P0",5,C2 -> C2 -> C2 -> C0 -> C1,ok|bare|clitic -> ok|bare|paradigm -> ot|bare|other -> qok|o|o_grade -> ok|e|aspect,okar okaiin otylor qokol okeedy
f79v,balneo,"24,+P0",5,C1 -> C1 -> C1 -> C3 -> C1,qot|bare|paradigm -> ch|e|aspect -> qok|e|e_grade -> ot|e|e_grade -> qok|e|e_grade,qotain chedy qokeey oteey qokeey
f79v,balneo,"25,+P0",4,C1 -> C1 -> C1 -> C1,qok|e|e_grade -> qot|bare|paradigm -> ot|e|aspect -> sh|e|e_grade,qokeey qotain oteedy otshey
f79v,balneo,"26,+P0",3,C2 -> C1 -> C0,ok|bare|paradigm -> ot|e|aspect -> ot|o|o_grade,okaiin otedy otol
f79v,balneo,"28,+P0",5,C0 -> C1 -> C2 -> C2 -> C1,sh|eo|o_grade -> qok|bare|paradigm -> ot|bare|other -> ot|bare|paradigm -> ok|e|aspect,ksheol qokain otalshdy otaiin okeedy
f79v,balneo,"29,+P0",5,C1 -> C1 -> C3 -> C3 -> C2,sh|e|other -> qot|e|aspect -> ot|e|e_grade -> ot|e|e_grade -> ot|bare|e_grade,sheyteedy qotedy otey oteey oty
f79v,balneo,"3,+P0",6,C0 -> C1 -> C1 -> C1 -> C1 -> C2,ch|bare|e_grade -> qok|bare|paradigm -> sh|e|aspect -> sh|e|aspect -> qok|e|aspect -> ot|bare|other,okchy qokain sheedy qokshedy qokeedy otaram
