folio,section,locus,length,trajectory,cell_path,token_path
f113r,stars,"20,+P0",6,C0 -> C1 -> C0 -> C1 -> C2 -> C0,sh|o|other -> qok|e|other -> sh|o|other -> qok|bare|clitic -> ch|bare|other -> ch|o|o_grade,kshoraiin qokeeoar shoteol qokar chdain chor
f113r,stars,"21,+P0",7,C0 -> C1 -> C2 -> C0 -> C1 -> C1 -> C1,sh|o|o_grade -> sh|e|other -> ch|bare|aspect -> sh|o|other -> sh|bare|other -> sh|bare|other -> ok|eo|aspect,shol shedair otchdy shokchy shaiiin shckhey okeody
f113r,stars,"22,+P0",9,C0 -> C1 -> C2 -> C0 -> C1 -> C1 -> C0 -> C0 -> C0,ch|o|clitic -> sh|e|other -> ch|bare|other -> ch|o|other -> ch|e|aspect -> qok|bare|paradigm -> ch|o|other -> sh|eo|o_grade -> ch|bare|e_grade,tchoar sheeodaiin chkaiin otchod okchedy qokaiin chokain sheor qokchy
f113r,stars,"23,+P0",5,C1 -> C2 -> C2 -> C1 -> C0,qok|bare|paradigm -> ch|bare|clitic -> ch|bare|other -> qok|bare|clitic -> ch|o|other,qokaiin chal chckhey qokal chocthy
f113r,stars,"24,+P0",2,C0 -> C0,ch|o|o_grade -> ch|o|other,chor chopchey
f113r,stars,"25,+P0",6,C0 -> C2 -> C2 -> C2 -> C1 -> C4,sh|o|other -> ch|bare|other -> ch|bare|other -> ch|bare|other -> sh|e|aspect -> ch|e|e_grade,shotedy chfchol kchdaiin chpchshdy shedy qokchey
f113r,stars,"26,+P0",5,C3 -> C2 -> C2 -> C3 -> C1,ch|e|other -> ch|bare|clitic -> ch|bare|clitic -> ot|e|other -> ok|e|aspect,cheshy chal char oteeo okeedy
f113r,stars,"27,+P0",9,C0 -> C0 -> C0 -> C4 -> C0 -> C0 -> C4 -> C0 -> C1,ch|o|o_grade -> ch|o|o_grade -> sh|o|o_grade -> ch|e|e_grade -> sh|eo|o_grade -> ch|eo|aspect -> ch|e|e_grade -> sh|eo|other -> qok|bare|clitic,tchol chol shor kcheey sheol tcheody tchey sheoky qokam
f113r,stars,"28,+P0",5,C2 -> C3 -> C2 -> C0 -> C0,ch|bare|clitic -> ch|e|other -> ot|bare|paradigm -> ch|o|o_grade -> ch|eo|other,chal cheeeo otain chol cheokedy
f113r,stars,"29,+P0",6,C1 -> C2 -> C0 -> C2 -> C2 -> C1,sh|e|other -> ch|bare|other -> ch|eo|aspect -> ok|bare|paradigm -> ch|bare|clitic -> ot|e|aspect,sheeoaiin chtchol kcheody okaiin chal oteedy
f113r,stars,"3,+P0",3,C2 -> C2 -> C3,ch|bare|other -> ch|bare|other -> ot|e|other,shchs chs oteeosy
f113r,stars,"30,+P0",5,C3 -> C1 -> C2 -> C1 -> C2,ot|eo|o_grade -> sh|e|other -> ot|bare|clitic -> sh|bare|other -> ch|bare|other,oteol sheeeky otar shkchedy qokchd
f113r,stars,"31,+P0",8,C2 -> C2 -> C2 -> C1 -> C2 -> C0 -> C0 -> C1,ok|bare|paradigm -> ch|e|clitic -> sh|bare|clitic -> sh|bare|other -> ok|bare|paradigm -> ch|o|o_grade -> ch|o|other -> qok|bare|e_grade,okaiin chear shal shckhy okain chor chokain qoky
f113r,stars,"32,+P0",10,C0 -> C1 -> C2 -> C1 -> C2 -> C2 -> C2 -> C2 -> C1 -> C2,sh|o|other -> sh|bare|other -> ch|bare|other -> sh|e|aspect -> ot|bare|clitic -> ok|bare|paradigm -> ot|bare|paradigm -> ok|bare|paradigm -> ch|e|aspect -> qot|bare|clitic,shodaiin shkaiin chcthal okshedy otal okaiin otain okaiin chedy qotal
f113r,stars,"33,+P0",4,C2 -> C2 -> C2 -> C0,ch|e|clitic -> ok|bare|paradigm -> ch|e|clitic -> ch|o|other,chear okain chear chockhy
f113r,stars,"34,+P0",4,C1 -> C0 -> C1 -> C1,sh|bare|other -> sh|o|other -> sh|bare|other -> qot|e|aspect,otshsaiin shocfhy shkair qoteedy
f113r,stars,"35,+P0",7,C0 -> C1 -> C1 -> C1 -> C1 -> C2 -> C2,sh|bare|e_grade -> sh|e|other -> qok|e|other -> ch|e|aspect -> qot|bare|paradigm -> ot|bare|clitic -> ok|bare|clitic,sh sheeo qokeees okchedy qotaiin otar okar
f113r,stars,"36,+P0",3,C4 -> C0 -> C1,ch|e|e_grade -> sh|eo|aspect -> sh|e|other,dcheey sheody shedain
f113r,stars,"37,+P0",6,C1 -> C1 -> C1 -> C0 -> C2 -> C2,sh|e|aspect -> qok|bare|paradigm -> sh|e|other -> sh|eo|other -> ch|bare|aspect -> ot|bare|clitic,tshedy qokaiin shedar sheocphy okchdy otal
f113r,stars,"38,+P0",4,C0 -> C1 -> C1 -> C0,sh|eo|o_grade -> qot|e|e_grade -> ch|e|aspect -> sh|eo|other,sheor qoteey okchedy sheos
f113r,stars,"39,+P0",3,C4 -> C0 -> C1,ch|e|e_grade -> ch|eo|other -> sh|e|other,kchey kcheodaiin shed
f113r,stars,"4,+P0",7,C3 -> C0 -> C1 -> C1 -> C2 -> C1 -> C1,ch|e|other -> sh|o|paradigm -> ch|e|aspect -> ch|e|aspect -> ch|bare|other -> qok|e|aspect -> qot|bare|other,kcheeos shoaiin cheeody qokchedy chckhody qokedy qotaly
f113r,stars,"40,+P0",5,C4 -> C0 -> C4 -> C1 -> C4,ch|e|e_grade -> ch|eo|other -> ch|e|e_grade -> sh|e|other -> ch|e|e_grade,cheey cheokeol chcheey shee tchey
f113r,stars,"41,+P0",6,C0 -> C2 -> C4 -> C2 -> C1 -> C1,sh|eo|e_grade -> ok|bare|paradigm -> ch|e|e_grade -> ok|bare|paradigm -> sh|e|e_grade -> ok|e|aspect,dsheo okaiin cheey okain sheey okeeody
f113r,stars,"42,+P0",5,C0 -> C1 -> C0 -> C0 -> C1,sh|o|other -> ch|e|aspect -> ch|eo|o_grade -> ch|eo|o_grade -> ch|e|aspect,sholkeechy otchedy cheol tcheor qokchedy
f113r,stars,"43,+P0",4,C1 -> C1 -> C1 -> C3,sh|e|other -> ch|e|aspect -> ch|e|aspect -> ch|e|other,sheeod cheeey chedy chedam
f113r,stars,"44,+P0",2,C3 -> C1,ch|e|other -> ch|e|aspect,cheeky chedy
f113r,stars,"45,+P0",8,C0 -> C4 -> C1 -> C2 -> C1 -> C0 -> C0 -> C0,ch|o|other -> ch|e|e_grade -> qot|bare|paradigm -> ch|bare|other -> sh|e|aspect -> qot|o|o_grade -> sh|eo|o_grade -> qot|o|aspect,tchodairos chey qotaiin chtaiir shedy qotor sheol qotody
f113r,stars,"46,+P0",6,C0 -> C2 -> C1 -> C1 -> C1 -> C0,ch|eo|other -> ch|bare|other -> ch|e|aspect -> qok|e|aspect -> qok|e|e_grade -> ch|o|other,cheokeeas chkal cheeody qokeeody qokeey chos
f113r,stars,"47,+P0",7,C0 -> C0 -> C1 -> C3 -> C3 -> C2 -> C1,sh|eo|o_grade -> ch|o|other -> qok|bare|paradigm -> ch|e|other -> ch|e|other -> ok|bare|paradigm -> qok|bare|paradigm,sheol cholkeedy qokaiin chedal kches okain qokaiin
f113r,stars,"48,+P0",6,C0 -> C1 -> C1 -> C0 -> C0 -> C3,ch|o|e_grade -> qok|bare|paradigm -> sh|e|e_grade -> sh|eo|other -> qok|eo|o_grade -> ch|e|other,tcho qokaiin shey sheolkchy qokeol checkhy
f113r,stars,"49,+P0",6,C1 -> C3 -> C4 -> C1 -> C1 -> C2,ch|e|aspect -> ch|eo|e_grade -> ch|e|e_grade -> qok|e|e_grade -> ok|e|aspect -> ot|bare|paradigm,cheeey cheo kcheey qokeey okeeey otain
f113r,stars,"5,+P0",10,C0 -> C1 -> C3 -> C2 -> C0 -> C2 -> C2 -> C0 -> C1 -> C1,ch|eo|clitic -> qok|bare|paradigm -> ch|e|other -> ot|bare|clitic -> sh|o|other -> ch|bare|other -> ch|bare|other -> ok|o|o_grade -> ch|e|aspect -> ch|e|aspect,cheoar qokaiin chekal otar shos chckhy chdo okol chedy chedy
f113r,stars,"50,+P0",9,C1 -> C1 -> C3 -> C4 -> C2 -> C1 -> C1 -> C2 -> C1,ch|e|aspect -> ok|e|e_grade -> ch|e|other -> ch|e|e_grade -> ot|bare|paradigm -> ch|e|aspect -> qok|e|aspect -> ok|bare|paradigm -> ot|e|aspect,tchedy okeey cheeos chey otain cheeody qokeeody okaiin oteedy
f113r,stars,"51,+P0",3,C1 -> C2 -> C2,qok|bare|paradigm -> ok|bare|paradigm -> ok|bare|other,qokaiin okaiin okalal
f113r,stars,"6,+P0",9,C3 -> C4 -> C3 -> C2 -> C2 -> C3 -> C1 -> C0 -> C3,ch|eo|e_grade -> ch|e|e_grade -> ot|e|other -> ot|bare|paradigm -> ot|bare|clitic -> ch|e|other -> sh|e|e_grade -> ch|o|o_grade -> ok|e|other,cheo cheey oteeos otain otal ches sheey kchol okeeo
f113r,stars,"7,+P0",5,C0 -> C1 -> C4 -> C1 -> C2,ch|o|other -> sh|e|e_grade -> ch|e|e_grade -> ok|e|e_grade -> ch|bare|clitic,chos sheey qokchey okeey char
f113r,stars,"8,+P0",7,C0 -> C1 -> C1 -> C0 -> C1 -> C2 -> C2,ch|eo|other -> qok|e|e_grade -> qok|bare|clitic -> ch|o|other -> sh|e|e_grade -> ch|bare|other -> ot|bare|clitic,cheoarkeeol qokeey qokar chos shey chykeor otal
f113r,stars,"9,+P0",8,C0 -> C3 -> C1 -> C0 -> C2 -> C0 -> C0 -> C0,ch|o|other -> ot|e|e_grade -> qok|bare|paradigm -> ch|o|e_grade -> ok|bare|paradigm -> ch|eo|other -> ch|o|aspect -> ch|o|other,dchos oteey qokaiin cho okaiin cheodaiin chody chotaiin
f113v,stars,"1,@P0",7,C4 -> C2 -> C2 -> C1 -> C4 -> C2 -> C2,ch|e|e_grade -> qot|bare|clitic -> ot|bare|paradigm -> qok|e|other -> ch|e|e_grade -> ch|bare|other -> ok|bare|e_grade,otchey qotar otair qokeedody chey chsom oky
f113v,stars,"10,+P0",5,C3 -> C3 -> C1 -> C4 -> C0,ot|eo|o_grade -> ot|e|other -> qok|e|aspect -> ch|e|e_grade -> ot|o|o_grade,oteol otedyar qokeedy kchey otor
f113v,stars,"11,+P0",8,C3 -> C4 -> C2 -> C0 -> C2 -> C2 -> C2 -> C0,ot|e|other -> ch|e|e_grade -> ot|bare|clitic -> ch|o|other -> ot|bare|clitic -> qot|bare|clitic -> ok|bare|clitic -> ok|o|e_grade,oteeo cheey otal chotair otar qotar okar oko
f113v,stars,"13,+P0",7,C2 -> C0 -> C1 -> C1 -> C2 -> C0 -> C1,ot|bare|clitic -> ok|o|o_grade -> sh|e|aspect -> ch|e|aspect -> ch|bare|aspect -> qot|o|o_grade -> qot|e|other,otar okol shedy qokchedy otchdy qotor qoteedar
f113v,stars,"14,+P0",6,C1 -> C1 -> C0 -> C3 -> C1 -> C2,sh|e|e_grade -> qot|bare|paradigm -> ch|o|o_grade -> ok|e|other -> qok|bare|paradigm -> ok|bare|clitic,sheey qotaiin chor okeshos qokaiin okal
f113v,stars,"15,+P0",6,C1 -> C3 -> C2 -> C0 -> C4 -> C1,ok|e|e_grade -> ch|e|other -> ch|bare|aspect -> ch|eo|o_grade -> ch|e|e_grade -> qok|bare|other,okeey otcheedaiin tchdy kcheor cheey qokaram
f113v,stars,"16,+P0",5,C2 -> C2 -> C1 -> C2 -> C1,ch|bare|o_grade -> ch|bare|other -> qok|bare|paradigm -> ok|bare|other -> qok|bare|clitic,chl chdain qokain okalchedy qokar
f113v,stars,"17,+P0",2,C1 -> C2,sh|e|aspect -> ok|bare|paradigm,shedy okaiin
f113v,stars,"18,+P0",4,C2 -> C1 -> C3 -> C1,ch|bare|other -> sh|e|aspect -> ch|e|other -> qok|o|aspect,chckhedy otshedy tcheepchey qokody
f113v,stars,"19,+P0",8,C1 -> C1 -> C2 -> C1 -> C2 -> C3 -> C2 -> C3,qok|e|aspect -> qok|bare|clitic -> ok|bare|paradigm -> qok|bare|paradigm -> ok|bare|clitic -> ch|e|other -> ok|bare|clitic -> ch|e|other,qokeeody qokar okaiin qokaiin okar checthy okal ched
f113v,stars,"2,+P0",7,C2 -> C2 -> C2 -> C0 -> C3 -> C2 -> C3,qot|bare|clitic -> ot|bare|paradigm -> ot|bare|paradigm -> ch|bare|e_grade -> ot|eo|o_grade -> ok|bare|clitic -> ch|e|other,qotar otaiir otaiin okchy oteol okal cheyor
f113v,stars,"20,+P0",3,C0 -> C2 -> C2,ch|o|aspect -> ch|bare|clitic -> ot|bare|other,chody otchar otary
f113v,stars,"21,+P0",7,C2 -> C1 -> C2 -> C0 -> C2 -> C0 -> C2,ot|bare|clitic -> qot|bare|paradigm -> ch|bare|other -> ch|eo|o_grade -> ch|bare|other -> ch|eo|other -> ok|bare|clitic,otar qotain chtol cheol chp kcheos okar
f113v,stars,"22,+P0",8,C2 -> C2 -> C3 -> C2 -> C0 -> C2 -> C2 -> C2,ok|bare|paradigm -> ok|bare|paradigm -> ch|e|other -> ok|bare|paradigm -> ch|eo|aspect -> ok|bare|paradigm -> ok|bare|paradigm -> ot|bare|clitic,okaiin okaiin cheeky okaiin cheody okaiin okaiin otar
f113v,stars,"23,+P0",7,C2 -> C1 -> C2 -> C2 -> C0 -> C0 -> C2,ok|bare|paradigm -> qok|bare|paradigm -> ch|bare|other -> ok|bare|clitic -> ch|eo|aspect -> qok|o|o_grade -> ot|bare|clitic,okain qokaiin chakair okar cheody qokor otal
f113v,stars,"25,+P0",2,C3 -> C2,ot|e|e_grade -> qot|bare|clitic,otey qotam
f113v,stars,"26,+P0",8,C2 -> C1 -> C2 -> C4 -> C2 -> C2 -> C0 -> C0,ok|bare|other -> qot|e|other -> ot|bare|clitic -> ch|e|e_grade -> ot|bare|paradigm -> ot|bare|paradigm -> ot|o|o_grade -> qot|o|aspect,okiin qoteeol otar otchey otaiin otaiin otol qotody
f113v,stars,"27,+P0",2,C3 -> C3,ch|e|other -> ch|e|other,cheeo cheeo
f113v,stars,"28,+P0",4,C3 -> C2 -> C0 -> C2,ot|e|e_grade -> ok|bare|other -> qot|o|o_grade -> ok|bare|e_grade,oteey okalchdy qotol oky
f113v,stars,"29,+P0",4,C1 -> C1 -> C2 -> C2,ch|e|aspect -> qok|e|e_grade -> ok|bare|paradigm -> ok|bare|paradigm,chedy qokeey okaiin okaiin
f113v,stars,"3,+P0",3,C0 -> C3 -> C1,ch|o|other -> ok|e|other -> qok|bare|paradigm,chotar okeeodar qokain
f113v,stars,"30,+P0",5,C3 -> C2 -> C2 -> C0 -> C2,ok|e|other -> ot|bare|paradigm -> ok|bare|other -> sh|o|aspect -> ch|bare|clitic,okeeo otain okaiiin shody otcham
f113v,stars,"31,+P0",6,C0 -> C1 -> C2 -> C2 -> C2 -> C2,ch|eo|o_grade -> sh|e|other -> ok|bare|paradigm -> ch|bare|other -> ot|bare|paradigm -> ot|bare|paradigm,cheol shek okaiin chckhaiin otaiin otaiin
f113v,stars,"32,+P0",4,C0 -> C1 -> C2 -> C2,sh|eo|e_grade -> qok|bare|paradigm -> ch|bare|clitic -> ok|bare|clitic,sheo qokain char okar
f113v,stars,"33,+P0",5,C3 -> C1 -> C1 -> C2 -> C1,ot|eo|e_grade -> qok|e|aspect -> qok|bare|paradigm -> ok|bare|clitic -> qok|bare|paradigm,oteo qokeedy qokaiin okal qokaiin
f113v,stars,"34,+P0",8,C0 -> C4 -> C3 -> C1 -> C3 -> C1 -> C2 -> C3,ch|e|paradigm -> ch|e|e_grade -> ch|e|other -> qok|bare|paradigm -> ot|e|other -> qok|bare|paradigm -> ch|bare|other -> ch|e|other,cheaiin okchey cheky qokain otecheedy qokaiin chckhey chearam
f113v,stars,"35,+P0",3,C1 -> C1 -> C2,qok|bare|paradigm -> ch|e|aspect -> ot|bare|paradigm,qokaiin chedy otain
f113v,stars,"36,+P0",7,C2 -> C1 -> C1 -> C1 -> C4 -> C1 -> C0,ok|bare|clitic -> ok|e|aspect -> sh|e|aspect -> qok|e|aspect -> ch|e|e_grade -> ch|e|aspect -> sh|o|e_grade,okar okeeedy tshedy qokeedy otchey chedy tsho
f113v,stars,"37,+P0",2,C1 -> C1,ot|e|aspect -> qok|bare|paradigm,oteeey qokair
f113v,stars,"38,+P0",7,C2 -> C1 -> C0 -> C1 -> C3 -> C2 -> C2,ot|bare|clitic -> ok|e|aspect -> ch|o|other -> sh|e|aspect -> ot|e|e_grade -> ot|o|other -> qot|e|clitic,otar okeedy chokor sheedy oteey otorsheey qoteal
f113v,stars,"39,+P0",7,C0 -> C1 -> C2 -> C3 -> C1 -> C2 -> C2,ch|eo|o_grade -> ot|e|aspect -> ot|bare|paradigm -> ch|e|other -> qok|bare|paradigm -> ch|bare|other -> qot|bare|clitic,cheol oteeey otain chekey qokain chcthy qotam
f113v,stars,"4,+P0",6,C1 -> C1 -> C0 -> C3 -> C2 -> C2,ot|e|aspect -> qok|e|other -> ch|e|o_grade -> ot|eo|aspect -> ot|bare|paradigm -> ot|bare|o_grade,oteedy qokechy otcher oteody otaiin otl
f113v,stars,"40,+P0",4,C0 -> C3 -> C2 -> C1,ch|eo|o_grade -> ot|e|e_grade -> ot|bare|paradigm -> ok|e|e_grade,cheor oteey otaiin okeey
f113v,stars,"41,+P0",2,C2 -> C0,ok|bare|paradigm -> ch|eo|aspect,okain cheody
f113v,stars,"42,+P0",3,C3 -> C4 -> C2,ot|eo|o_grade -> ch|e|e_grade -> ot|bare|other,oteol otchey otakeol
f113v,stars,"43,+P0",3,C2 -> C2 -> C1,ot|bare|paradigm -> ch|bare|other -> qok|bare|e_grade,otaiin chkain qok
f113v,stars,"44,+P0",4,C2 -> C2 -> C2 -> C2,ch|e|clitic -> ot|bare|paradigm -> ok|bare|clitic -> ot|bare|paradigm,cheal otain okar otaiin
f113v,stars,"45,+P0",4,C1 -> C3 -> C2 -> C2,sh|e|clitic -> ok|e|other -> ch|bare|aspect -> ot|bare|other,shear okeeeody qokchdy ota
f113v,stars,"46,+P0",2,C4 -> C4,ch|e|e_grade -> ch|e|e_grade,cheey cheey
f113v,stars,"47,+P0",4,C1 -> C1 -> C1 -> C1,sh|e|other -> sh|e|e_grade -> qot|bare|paradigm -> sh|e|e_grade,ksheeol shey qotain shey
f113v,stars,"48,+P0",6,C0 -> C4 -> C1 -> C1 -> C1 -> C2,ch|eo|o_grade -> ch|e|e_grade -> qok|bare|paradigm -> ch|e|aspect -> qok|e|aspect -> ok|bare|clitic,cheol cheey qokaiin chedy qokeeedy okal
f113v,stars,"49,+P0",4,C1 -> C1 -> C2 -> C0,ot|e|aspect -> qok|e|e_grade -> ot|bare|paradigm -> ch|eo|other,oteedy qokeey otaiin cheokain
f113v,stars,"5,+P0",10,C0 -> C2 -> C1 -> C2 -> C1 -> C1 -> C1 -> C3 -> C2 -> C3,ch|eo|other -> ot|bare|paradigm -> ot|e|aspect -> ot|o|other -> qok|e|e_grade -> ot|e|aspect -> qok|e|aspect -> ot|e|other -> ot|bare|e_grade -> ot|e|other,dcheos otaiin otedy otodaiin qokeey oteedy qokeedy otedar ot otees
f113v,stars,"6,+P0",2,C0 -> C0,ch|eo|other -> ch|o|other,tcheolchy chockhy
f113v,stars,"7,+P0",5,C1 -> C0 -> C1 -> C2 -> C1,ot|e|aspect -> sh|o|other -> qot|bare|paradigm -> ot|bare|clitic -> ot|e|clitic,oteedy shockhol qotaiin otar oteal
f113v,stars,"8,+P0",7,C1 -> C0 -> C0 -> C1 -> C1 -> C0 -> C2,qok|e|other -> ch|o|other -> ch|o|other -> sh|e|other -> ch|e|aspect -> ot|o|o_grade -> ot|bare|clitic,qokeeor choltar chokam sheckhy qokchedy otor otar
f113v,stars,"9,+P0",4,C2 -> C0 -> C3 -> C0,ok|bare|paradigm -> ch|o|other -> ch|e|other -> ch|o|other,okaiin chokaiin checkhol cholkaiin
f114r,stars,"1,@P0",4,C3 -> C2 -> C3 -> C2,ch|e|other -> ot|o|aspect -> ot|e|other -> ok|bare|other,tchedol otody oteeodl okarol
f114r,stars,"10,+P0",4,C1 -> C2 -> C2 -> C3,qok|e|aspect -> ch|bare|other -> ch|bare|other -> ch|e|other,qokeedy chdodaiin chdaiin chedalos
f114r,stars,"11,+P0",3,C1 -> C2 -> C0,sh|e|aspect -> ch|bare|aspect -> ch|o|other,shedy qokchdy chocfhdy
f114r,stars,"12,+P0",6,C2 -> C1 -> C0 -> C0 -> C3 -> C2,ok|bare|paradigm -> ot|e|aspect -> sh|eo|other -> ch|o|aspect -> ch|e|other -> ok|bare|clitic,okaiin otedy sheod chody otchedair okam
f114r,stars,"15,+P0",7,C2 -> C2 -> C0 -> C0 -> C0 -> C1 -> C3,ot|bare|paradigm -> ot|bare|clitic -> ok|o|other -> ch|o|other -> qok|o|other -> qok|bare|paradigm -> ch|e|other,otair otar okod chodar qokolkchdy qokaiin ched
f114r,stars,"16,+P0",9,C0 -> C1 -> C2 -> C0 -> C2 -> C3 -> C3 -> C0 -> C1,ch|eo|clitic -> sh|e|other -> ch|bare|other -> ch|eo|other -> ot|bare|clitic -> ch|eo|e_grade -> ch|e|other -> ot|o|o_grade -> ch|e|aspect,cheoal sheedo chdair cheoty otal cheo chekar otol chedy
f114r,stars,"17,+P0",7,C1 -> C1 -> C1 -> C1 -> C1 -> C1 -> C2,qok|e|other -> ch|e|aspect -> qok|e|e_grade -> qok|e|other -> ch|e|aspect -> ch|e|aspect -> ch|bare|other,qokeedain cheedy qokey qokeeodaiin otchedy qokchedy chckhd
f114r,stars,"18,+P0",2,C2 -> C0,ok|bare|clitic -> ch|eo|other,okar cheodeeey
f114r,stars,"19,+P0",4,C1 -> C1 -> C0 -> C2,sh|e|other -> ch|e|aspect -> ch|o|other -> ot|bare|e_grade,shedar dchedy chodaiin oty
f114r,stars,"2,+P0",3,C1 -> C3 -> C3,qot|e|other -> ok|o|aspect -> ch|e|other,qoteeddy okoeey cheed
f114r,stars,"20,+P0",6,C3 -> C3 -> C1 -> C1 -> C2 -> C1,ch|e|other -> ch|e|other -> ot|e|aspect -> qot|e|other -> ot|bare|clitic -> ot|e|aspect,chedaiin chedaiin oteedy qoted otar otedy
f114r,stars,"22,+P0",5,C3 -> C0 -> C1 -> C2 -> C1,ch|e|other -> sh|o|other -> ch|e|aspect -> ch|bare|aspect -> qok|bare|paradigm,tchedair shodaiin kchedy chdy qokair
f114r,stars,"23,+P0",3,C3 -> C1 -> C3,ch|eo|e_grade -> qok|e|other -> ch|e|other,cheo qokedaiin ches
f114r,stars,"24,+P0",7,C3 -> C0 -> C2 -> C2 -> C0 -> C2 -> C0,ch|e|other -> ch|o|o_grade -> ch|bare|other -> ch|bare|other -> ch|o|other -> ch|bare|other -> ch|o|other,tchedaiin chor chpcheey chcphey chos chty chopo
f114r,stars,"25,+P0",7,C4 -> C1 -> C1 -> C0 -> C4 -> C0 -> C2,ch|e|e_grade -> qok|e|aspect -> ch|e|aspect -> qok|o|other -> ch|e|e_grade -> ok|o|o_grade -> ot|bare|paradigm,chey qokeedy chedy qokodaiin cheey okol otair
f114r,stars,"26,+P0",5,C1 -> C0 -> C2 -> C2 -> C0,qok|bare|paradigm -> ch|o|other -> ok|bare|clitic -> ok|bare|paradigm -> ch|eo|aspect,qokaiin chodaiin okar okaiin cheody
f114r,stars,"27,+P0",3,C3 -> C1 -> C0,ch|e|other -> sh|e|aspect -> ch|o|other,cheeo sheedy chodal
f114r,stars,"28,+P0",4,C0 -> C1 -> C2 -> C2,ch|o|other -> qok|e|other -> ot|o|other -> ch|bare|aspect,chotar qokeedair otoldair chdy
f114r,stars,"29,+P0",6,C0 -> C0 -> C0 -> C1 -> C1 -> C0,ch|o|o_grade -> ch|eo|other -> sh|o|o_grade -> ch|e|aspect -> ch|e|aspect -> qot|bare|e_grade,chol cheodeey shol chedy otchedy qoty
f114r,stars,"30,+P0",4,C3 -> C1 -> C2 -> C1,ch|e|other -> ok|e|aspect -> ok|bare|paradigm -> ok|e|e_grade,chedar okeedy okair okeey
f114r,stars,"31,+P0",4,C3 -> C2 -> C1 -> C1,ch|e|other -> ok|bare|paradigm -> ot|e|aspect -> qok|e|other,cheedain okaiin otedy qokeedain
f114r,stars,"32,+P0",9,C0 -> C0 -> C1 -> C2 -> C2 -> C3 -> C0 -> C2 -> C2,ch|eo|other -> ch|bare|paradigm -> qok|bare|paradigm -> ot|bare|paradigm -> ot|bare|other -> ch|e|other -> ch|o|e_grade -> ch|bare|aspect -> qot|bare|clitic,tcheodaiin chaiin qokaiin otaiin otalkain otchedain qotcho chdy qotar
f114r,stars,"33,+P0",4,C3 -> C3 -> C3 -> C1,ot|e|other -> ch|e|other -> ch|eo|e_grade -> ch|e|aspect,oteed chedal cheo chedy
f114r,stars,"35,*P0",4,C0 -> C1 -> C2 -> C2,sh|eo|e_grade -> sh|e|other -> ch|bare|other -> ot|bare|clitic,sheo sheekas kchdar otal
f114r,stars,"36,+P0",4,C2 -> C1 -> C1 -> C1,ot|bare|clitic -> qok|bare|clitic -> ch|e|aspect -> qok|bare|clitic,otar qokal otchedy qokar
f114r,stars,"37,+P0",5,C1 -> C2 -> C3 -> C1 -> C3,sh|e|aspect -> ok|bare|paradigm -> ch|e|other -> qot|bare|paradigm -> ch|e|other,otshedy okaiin chees qotaiin chedaiiin
f114r,stars,"38,+P0",2,C1 -> C4,ch|e|aspect -> ch|e|e_grade,qokchedy cheey
f114r,stars,"39,+P0",2,C0 -> C2,ch|eo|other -> ok|bare|clitic,cheoltchedaiin okar
f114r,stars,"4,+P0",3,C1 -> C0 -> C1,ch|e|aspect -> ch|eo|other -> sh|e|aspect,chedy cheokaiin shedy
f114r,stars,"40,+P0",7,C1 -> C1 -> C1 -> C2 -> C3 -> C0 -> C2,qot|e|e_grade -> ch|e|aspect -> qot|e|aspect -> qot|bare|clitic -> ot|e|other -> ch|o|other -> ch|bare|aspect,qotey qokchedy qoteeedy qotar otees chos otchdy
f114r,stars,"41,+P0",5,C0 -> C0 -> C4 -> C1 -> C1,sh|eo|aspect -> qot|bare|e_grade -> ch|e|e_grade -> qok|bare|paradigm -> qok|e|aspect,sheody qoty cheey qokaiin qokeeedy
f114r,stars,"42,+P0",7,C0 -> C2 -> C2 -> C4 -> C1 -> C0 -> C0,qot|o|o_grade -> ot|bare|paradigm -> qot|bare|clitic -> ch|e|e_grade -> qot|bare|paradigm -> ch|eo|other -> ch|eo|aspect,qotol otaiin qotar qotchey qotaiin cheopy cheody
f114r,stars,"43,+P0",5,C3 -> C0 -> C2 -> C2 -> C3,ch|e|other -> ch|o|other -> ch|bare|aspect -> qot|bare|clitic -> ch|eo|e_grade,chedal chos qotchdy qotar cheo
f114r,stars,"44,+P0",7,C1 -> C4 -> C1 -> C1 -> C0 -> C0 -> C2,ch|e|aspect -> ch|e|e_grade -> qok|bare|paradigm -> ok|e|aspect -> ch|o|other -> ch|o|o_grade -> ok|bare|paradigm,chedy cheey qokair okeedy chotal chol okain
f114r,stars,"45,+P0",6,C3 -> C0 -> C2 -> C2 -> C1 -> C0,ch|e|other -> ch|o|other -> ot|bare|paradigm -> ch|bare|other -> ch|e|aspect -> ch|o|other,ched chodaiin otain chdar chedy chocthy
f114r,stars,"5,+P0",7,C1 -> C1 -> C2 -> C2 -> C1 -> C0 -> C2,ch|e|aspect -> qok|bare|paradigm -> ch|bare|aspect -> ch|bare|other -> ch|e|aspect -> ch|o|e_grade -> ch|bare|aspect,chedy qokaiin chdy chdol kchedy cho chdy
f114r,stars,"6,+P0",5,C1 -> C1 -> C1 -> C3 -> C2,ch|e|aspect -> ch|e|aspect -> ok|e|aspect -> ch|e|other -> ch|bare|other,okchedy chedy okeeedy chedol chdaiin
