num,arabic_name,english_name,latin_binomial,header_full,is_hot,is_cold,is_wet,is_dry,degree,temperament_text,nature_text,actions_text,sections_present
14,Khur',Excrement Faeces,,Khur' Excrement Faeces,False,False,False,False,,,"Excrements are discussed in thechapterof zibl(dung, faeces).","All kinds of excrements are warming, dissolving and desiccant. 190 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ",Nature|Properties
15,,Khazaf,,Khazaf,False,False,False,False,,,,Clay and particularlythe oven clay is desiccant and detergent. Mostattenuantclay is the clayofthe sea crab. Brick clay resembles a blood-stone in properties.,Cosmetics|Eye|Joints|Properties|Swellings|Ulcers
16,,Khas Lettuce,Lactuca scariola Linn.,Khas Lettuce Lactuca scariola Linn.,False,False,False,True,third degree,"According to Galen garden lettuce is not more than but similar tothatofthe ponds water in coldness. Its moisture is thicker than thatof silqi.e. beet. It is moreattenuantthan the moistureof country mallow. It is saidthat in respect of its moistening and drying properties, it stands in between cabbage, goose foot and blite. However in my opinion to describe lettuce as lessmalnutritiousbecause of its coldness in the third degree, is not correct. Its coldness appears to be in the second degree.",The wild variety of lettuce resembles black poppy in properties.,"It has neither detergence nor astringence because of the lack of saltiness and acridity. I shall explain it thus: the blood, produced by it, is better than thatproduced by beans. Lettuce is most nutritiousin decocted form. It is useful in preventingilleffects caused by frequent change of waters. Unwashed lettuce issuperiorwhile washed lettuce is flatulent. All the beans exhibit similar change in p",Chest|Excretion|Eye|Food|Head|Joints|Nature|Poisons|Properties|Swellings|Temperament
17,Khas al-himdr Dyer's bugloss,,Onosma echioides Linn.,Khas al-himdr Dyer's bugloss Onosma echioides Linn.,True,False,False,True,second degree,It is hot and dry in the beginning stageof the second degree.,"Khas al-himiir resembles the downy, blackish, numerous and thin leaves of lettuce. Its leaves emerge very close to the root and are seen standing on both of its sides. The colour of the root is reddish.Contact with it makes the hand and the earth red. The root is composed of earthly and aqueous substances. As amatter of fact it is nothing butshanjar which has been discussed.","Dyer's bugloss is detergent,deobstruent,attenuant and desiccant; its flower is stronger in this regard. The temperaments of its root and seeds are similar; the root is stronger particularly when dry. Paulos statesthatit has some extracting power and thus it helps in the expulsion of chorion from uterus.",Choice|Excretion|Eye|Food|Head|Joints|Nature|Properties|Swellings|Temperament|Ulcers
18,Khisriidiir Galingale AlpinagalangaWilld.,,,Khisriidiir Galingale AlpinagalangaWilld.,True,False,False,True,,Galingale is hot and dry.,According to Ibn Masarjawaih it iskhiilanjiin(Alpine galanga).,Itis dissolving and liquefying.,Excretion|Nature|Properties|Temperament
19,Khashkhiish Poppy seed Papaversomniferum Linn.,,,Khashkhiish Poppy seed Papaversomniferum Linn.,False,True,False,True,second degree,The garden poppy is cold and dry in the second degree. The black poppy is cold and dry in thethirddegree.Itis said to have similar properties in the fourth degree.,"There are various kinds of poppy seeds, (a) garden poppy (b) wild poppy (glayukion),(c)hlack poppy and (d) horned poppy. The latter is also calledal-bhahrihaving curved seeds.Another kind is spolled poppy which is also calledhiraqlt.","All kinds of poppy are cooling and generally they have no nutrition value. The black poppy is inspissant and desiccant. The horned (sea)-poppy, the seeds of which are curved like the horns of an ox, is most detergent and erosive. Theflowersof horned poppy remove the spots of eye ulcers.",Chest|Choice|Excretion|Eye|Food|Head|Joints|Nature|Properties|Swellings|Temperament|Ulcers
20,Khusa al-tha'lab Fox testes,,Orchis rubra,Khusa al-tha'lab Fox testes Orchis rubra,True,False,True,False,first degree,Itis hot in the first degree and moist (in tem­ perament) and possesses some superfluous moisture also.,Fox testes is a hardand sweetish drug.,The bigger kind of satyrium has superfluous moisture.,Excretion|Head|Joints|Nature|Properties|Swellings|Temperament|Ulcers
22,,Khusiah Testicles Testes,,Khusiah Testicles Testes,False,False,False,False,,,Testicles are a kind of soft lIesh of the animal organs.,"The testicles arenot so good as the mammary glands except those obtained from fat cocks which are quite nutri- 195 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ  tious. All kinds of testicles, whether digestible or difficult to digest, are verynutritious.",Choice|Food|Nature|Properties
23,,Khauiif Swallow,Hirundu urbica,Khauiif Swallow Hirundu urbica,False,False,False,False,,,Swallow is a well known bird.,,Chest|Eye|Head|Nature
24,Khitmi Marsh mallow,,Althae officinalis Linn.,Khitmi Marsh mallow Althae officinalis Linn.,True,False,False,False,,Marsh mallow is moderately hot.,"Some varieties of marsh mallow bear whiteflowers while some other varieties bear redflowers.Red flowers are most detergent. The name of the drug is derived from a Greek word which means ""rich in benefits"".","Marsh mallow is laxative, maturative, relaxant and dissolvent. Its seeds and roots are very potent, desiccant andattenuant,",Chest|Cosmetics|Excretion|Eye|Food|Head|Joints|Nature|Poisons|Properties|Swellings|Temperament
25,Khuffiish Bat Maga Cheiroptera Sps.,,,Khuffiish Bat Maga Cheiroptera Sps.,True,False,False,False,,"Shirzaqi.e.bat'smilk, is very hot and detergent.",Itis saidthatshirzaqis milk of bat. On theotherhand some believe it to bebat'surine.,,Cosmetics|Eye|Nature|Temperament
26,,Khal Vinegar Acetum Vinegar,,Khal Vinegar Acetum Vinegar,True,True,True,False,,"Vinegar is made of hot and cold substances. Both components arc tennuous but the coldness isdominant. The vinegar which is pungent is hot whilethat which isnot so pungent, is moist and cold. The coldness of the vinegar is reduced by boiling.",,Vinegar is strongly desiccan!. It stops inward infiltration of the matter. It isattenuantand erosive. Its oral intake or local use prevents hemorrhage. It prevents swellings andpromotes 197 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ  digestion.Itis antiphlegmatic and suits the people having bilious temperament but is harmful in mela,Chest|Cosmetics|Excretion|Eye|Food|Head|Joints|Poisons|Properties|Temperament|Ulcers
27,Khilaj Willow Salixcaprea Linn.,,,Khilaj Willow Salixcaprea Linn.,False,False,False,False,,,"The leavesof willow,when plucked, yield a kind of gum. 198 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ SECTION VI 199","The fruits and leaves of willow areastringentwith­ out causing muchirritationhut cause some desiccation. Its ash is also highly desiccant; its fresh plaster stops bleeding. When its leaves are broken, a kind of gum oozes out which is highly detergent and attenuant.",Cosmetics|Excretion|Eye|Food|Head|Nature|Properties|Ulcers
28,,Khamiifitiis Tecrium,Teucrium chamaephytis,Khamiifitiis Tecrium Teucrium chamaephytis,False,False,False,False,,,"Khamdfitiisis alsopronounced as Kamiifitus. It has been discussed under the letter""kdf"".",,Nature
29,Khamsah auriiq Five-leaf-grass Patentillareptans Linn.,,,Khamsah auriiq Five-leaf-grass Patentillareptans Linn.,False,False,False,False,,,Khamsah auriiqis also calledbantiifiliinthathas already been described.,,Nature
30,"Khamir Yeast Saccharomyces cerevisiaeMeyen,",,,"Khamir Yeast Saccharomyces cerevisiaeMeyen,",True,True,False,True,,,Yeast is hot and dry. Its moistness depends on the abundance or lackof its salt and borax content.,"It has the power of detergence due to its having the properties similar to salt, borax and wheat. Its cooling power is due to its sourness. It absorbs the matters from remote partsof the body towards the surface and then dissolves them away.",Joints|Nature|Properties
31,,Khaniifis,,Khaniifis,False,False,False,False,,,,,Head
32,Khuntha Asphodel AsphodelustenuifoliusCav.,,,Khuntha Asphodel AsphodelustenuifoliusCav.,True,True,True,True,,Asphodel is hot and dry. Some other physicians consider it to be cold and moist but this is not correct.,The leaf of asphodel is similar tothatof Syrian leek. Its stem is smooth and bearsflowers.The roots are round like oak and have a pungent taste.,"Asphodel, specially itsburnt root is detergent and dissolvent.In burnt form, it becomes warming, desiccant and dis­ solvent but its root is moreeffective.Its potency is similar tothatof cuckoo-pint(Arun maculatum Linn.).",Chest|Cosmetics|Excretion|Eye|Food|Head|Joints|Nature|Poisons|Properties|Swellings|Temperament|Ulcers
33,Khandariis Roman wheat Triticum dicocumSchrank.,,,Khandariis Roman wheat Triticum dicocumSchrank.,False,False,False,False,,"The nourishment, gained from it, is not much. Itis colder in temperament than that of (common) wheat.Itis how­ ever, very good, strengthening and rich in quality.",Khandarus is a variety of Roman wheat.,,Nature|Temperament
34,Khiikh Peach Prunus persicaBatch.,,,Khiikh Peach Prunus persicaBatch.,False,True,True,False,second degree,"Peach is cold in the last phase of the second degree, moist in the first degree but not in the last degree.",,"The moistness of the peach putrefies it quickly. Itis laxative and, somewhat astringent.Itstops the fiow of matters. Unripe peach is also astringent.",Cosmetics|Excretion|Food|Head|Properties|Temperament
35,Khiilanjdn Galingale A/pina galangaWilld.,,,Khiilanjdn Galingale A/pina galangaWilld.,True,False,False,True,second degree,Itis hot and dry in the second degree.,"Galingale is composed of pieces of root intertwined with each other, reddish black in colour, pungent in taste, pleasant in smell and light in weight.Itis obtained from China. According to Masarjawaih it is nothing butkhisrii ddru.",Galingale isattenuantand dissolving of gases.,Cosmetics|Excretion|Food|Nature|Properties|Substitute|Temperament
36,Khiiir shambar Purging cassia,,Cassia fistula Linn.,Khiiir shambar Purging cassia Cassia fistula Linn.,False,False,True,False,,I!is moderate in hotness and coldness but it is also moist.,There are two kinds of purging cassia. One is kdbuli and the other is misri (Egyptian).,I!is dissolving and laxative.,Choice|Excretion|Food|Joints|Nature|Properties|Substitute|Swellings|Temperament
37,Khair buwwd Lesser cardamom,,Eletaria cardomomum,Khair buwwd Lesser cardamom Eletaria cardomomum,True,False,False,True,third degree,I!is hot and dry in the third degree.,Lesser cardamom is a small grain-likeqiiqlawhich is procured from the lower part of India (i.e.South India).,Itis like the cloves in potency having detergent and attenuantproperties. The cloves are moreattenuantthan qiiqla.,Food|Nature|Properties|Temperament
1,,Diidhi,,Diidhi,True,True,False,True,second degree,According to Ibn Maswaih it is cold but it would be more correctto describeitas hot and dry in the second degree.,"Dddhiis a seed resembling barleybut its flower is larger, thinner,blackish ordark-colouredand bitterin taste.",Diidhiisastringentand constipative.Its astringency prevents thenabidb (a kindof light wine)of dates to become sour.,Excretion|Head|Nature|Poisons|Properties|Substitute|Swellings|Temperament
2,Diir shisha'iin Box myrtle Myrica nagiThumb.,,,Diir shisha'iin Box myrtle Myrica nagiThumb.,False,True,False,True,first degree,It ishot in the first degreeand dry from the last phaseof the secondupto the thirddegree. Some (people)think thatbox myrtle iscompartivelydry than other(myrtles). It is dry in the first degree whileothersbelieve it to be cold.,"Box myrtle is athickand thorny plantused by some druggists to dye the oils. It isheterogeneousin composition. Its bark ispungent, flower isof intense smell while the wood is acrid and somewhat cold. Thus it is asubstancethat possesses various properties.It is a warming drug becauseof itspungent propertydue to its astringence. Some physiciansconsiderit to be the root of Indian spikenardbut it is no","Box myrtle is dissolvent andastringent.It dissolves gases, stops secretionsand bleedingand removes putrefaction.",Chest|Choice|Excretion|Food|Head|Joints|Nature|Properties|Substitute|Temperament|Ulcers
3,Ddr sini Cinnamon Cinnamomum zeylanicum,Blume,,Ddr sini Cinnamon Cinnamomum zeylanicum Blume,True,False,False,True,,It is hot and dry in thethirddegree. 204 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ﻧﮕﻠﻴﴘ ﺗﺮﺟﻤﻪ ﻃﺐ ﻗﺎﻧﻮ ﺳﻨﺘﻲ ﻃﺐ ﻣﻮﳾ ﮔﺮ / ﺑﻬﺸﺘﻲ ﺷﻬﻴﺪ ﭘﺰﺷﻜﻲ ﻋﻠﻮ ﻧﺸﮕﺎ SECTION VI 20S,"Cinnamon is a well known drug. It is of various kinds bearing different names at different places. Some of them are: (a) the variety which is blackish,mountainous,thick and small is consi­ deredbetter;(b)anothervariety is white, soft inflatedand has roots without rind; (c) the black and smooth variety, bears a fewknots;and (d) a greenish variety which has anodour resembling cassia bark. Its rind i","Cinnamon is highly attenuant, absorbent and deobstruent. It removes various putrid, decaying and ichorous pro­ perties originating fromcorrupthumours. Its oil is very hot, liquefying and solvent.",Chest|Choice|Cosmetics|Excretion|Eye|Food|Head|Joints|Nature|Poisons|Properties|Substitute|Temperament|Ulcers
4,Diirfilfil Long pepper,,Piper longum Linn.,Diirfilfil Long pepper Piper longum Linn.,True,False,False,True,third degree,It is hot in the third degree and dry in the the second degree.,"Long peppers are quite small like fingertips in size and resembling the sheding flowers of willow in shape. They are, however, relatively smaller. The drug ishard and dense with a pungent taste likethatof (common) pepper. It is the first fruitof pepperplant so it has more moisture. When taken orally for the first time it does not cause irritation. 205 ﺻﻔﺤﻪ / ﻛﺘﺎ / ﻧﻴﺎﻛﺎ ﭘﺰﺷﻜﻲ ﺗﺤﻘﻴﻖ ﻛﻼﺳﻬﺎ ﻫﻤﺪ ﻧﺸﮕﺎ ",It is dissolvent and a healer of colddiseases.,Choice|Excretion|Eye|Food|Nature|Properties|Temperament
5,Dar kisah Macer Abies webbians,Lindl,,Dar kisah Macer Abies webbians Lindl,False,False,False,False,,,Macer is an Indian bark which is very astringent.,It is astringent. Respiration: Macer is good for haemoptysis and pleurisy. It clears the voice also.,Excretion|Nature|Properties
6,,Dibq Mistletoe,Viscum album Linn.,Dibq Mistletoe Viscum album Linn.,False,False,False,True,third degree,Immediately it does not produce warmth but after a long interval it may do so like the wild rue but it is weaker than the latter. It has superfluous and unripe moisture which ishot and dry in the third degree.,"Mistletoe is a well known drug. Its fruit is like the fruit of black gram. It is somewhat round and, if folded and broken, it clings to the hand. The plant is found on oak, apple or pear trees. It possessesintense aqueous and airy actions.",Itis dissolvent and removes thick fluids from deeper parts (of the body) by its power of absorption.Itis a softening drug but has no action on thin fluids (in the body).,Cosmetics|Food|Head|Joints|Nature|Properties|Swellings|Temperament|Ulcers
